winner_type_1,winner_type_2,winner_fast_move,winner_charge_move_1,winner_charge_move_2,winner_fast_move_type,winner_charge_move_1_type,winner_charge_move_2_type,winner_dex,winner_attack,winner_defense,winner_stamina,winner_overall,loser_type_1,loser_type_2,loser_fast_move,loser_charge_move_1,loser_charge_move_2,loser_fast_move_type,loser_charge_move_1_type,loser_charge_move_2_type,loser_dex,loser_attack,loser_defense,loser_stamina,loser_overall
fire,none,Incinerate,Blast Burn,Thunder Punch,rock,dark,ground,157,132.2,108.3,117,80.6,normal,none,Zen Headbutt,Body Slam,Disarming Voice,grass,dark,grass,531,92.6,138.1,189,54.2
fairy,flying,Charm,Psyshock,Aura Sphere,rock,dark,ground,468,124.8,125.3,114,75.9,dark,ice,Snarl,Avalanche,Foul Play,psychic,normal,fairy,461,143.1,103.4,106,65.8
water,none,Water Gun,Ice Punch,Crunch,rock,dark,ground,159,118.8,118.8,134,70.8,fire,none,Fire Fang,Fire Punch,Flame Charge,psychic,normal,fairy,554,132.0,83.5,154,71.2
ice,ground,Powder Snow,Icicle Spear,High Horsepower,rock,dark,ground,473,136.2,87.4,137,76.7,rock,none,Counter,Meteor Beam,Trailblaze,psychic,normal,fairy,185,117.2,130.1,125,64.9
water,none,Mud Shot,Aqua Tail,Horn Attack,rock,dark,ground,118,116.0,105.0,120,57.1,dark,steel,Fury Cutter,Night Slash,X-Scissor,fighting,rock,grass,624,132.0,107.8,118,80.5
normal,none,Double Kick,Triple Axel,Focus Blast,rock,dark,ground,428,112.1,146.4,121,70.8,ground,ghost,Mud Slap,Shadow Punch,Brick Break,fighting,rock,grass,622,119.3,89.9,141,78.8
electric,none,Thunder Shock,Ice Punch,Wild Charge,rock,dark,ground,466,144.0,98.0,110,82.9,electric,none,Thunder Shock,Thunder Punch,Brick Break,fighting,rock,grass,239,126.0,97.5,120,69.1
ground,electric,Thunder Shock,Mud Bomb,Discharge,rock,dark,ground,618,101.8,127.9,169,91.3,normal,flying,Wing Attack,Air Cutter,Aerial Ace,flying,flying,flying,17,110.9,100.8,147,65.0
rock,none,Counter,Stone Edge,Psychic Fangs,rock,dark,ground,745,134.3,101.0,123,63.6,psychic,none,Counter,Psycho Boost,Thunderbolt,flying,flying,flying,386,101.0,221.5,98,75.5
fighting,none,Poison Jab,Body Slam,Brick Break,rock,dark,ground,539,141.0,99.8,113,63.5,poison,dark,Bite,Crunch,Trailblaze,flying,flying,flying,434,114.3,88.2,147,62.6
fairy,none,Charm,Close Combat,Crunch,rock,dark,ground,210,135.3,87.7,139,74.0,dark,flying,Sucker Punch,Fly,Brave Bird,flying,flying,flying,146,115.1,137.5,122,88.6
electric,none,Acid,Discharge,Crunch,rock,dark,ground,603,123.2,110.9,133,71.7,normal,flying,Bullet Seed,Drill Peck,Rock Blast,dark,flying,flying,733,137.3,96.8,122,60.5
water,dark,Water Shuriken,Hydro Cannon,Night Slash,rock,dark,ground,658,139.6,101.6,113,86.3,dark,ice,Ice Shard,Avalanche,Foul Play,dark,flying,flying,215,135.5,110.7,110,66.6
fighting,none,Counter,Brutal Swing,Brick Break,rock,dark,ground,766,129.9,100.5,132,76.3,grass,none,Bullet Seed,Weather Ball (Fire),Solar Beam,dark,flying,flying,421,122.9,115.2,129,66.4
water,none,Dragon Breath,Hydro Pump,Blizzard,rock,dark,ground,117,132.6,114.5,111,53.8,rock,dragon,Dragon Tail,Dragon Claw,Ancient Power,grass,fire,grass,696,127.6,106.3,129,75.9
psychic,flying,Psycho Cut,Fly,Brave Bird,rock,dark,ground,144,134.1,108.3,115,75.9,fighting,steel,Force Palm,Thunder Punch,Shadow Ball,grass,fire,grass,448,145.8,95.6,110,77.9
poison,dragon,Acid,Aqua Tail,Outrage,rock,dark,ground,691,117.9,139.9,115,88.7,water,rock,Water Gun,Liquidation,Ancient Power,grass,fire,grass,565,121.8,127.9,118,63.2
normal,none,Rollout,Body Slam,Thunderbolt,rock,dark,ground,241,105.4,135.5,148,81.7,electric,none,Thunder Fang,Psychic Fangs,Wild Charge,grass,fire,grass,310,142.5,91.3,120,73.0
rock,none,Rock Throw,Stone Edge,Rock Slide,rock,dark,ground,874,125.6,108.0,131,63.1,rock,dragon,Dragon Tail,Meteor Beam,Crunch,grass,fire,grass,697,130.2,113.4,116,66.2
water,none,Water Gun,Water Pulse,Silver Wind,rock,dark,ground,457,109.5,137.2,136,70.9,ground,none,Mud Slap,Trailblaze,Body Slam,grass,fire,grass,232,125.8,112.0,126,83.6
bug,none,Fury Cutter,Close Combat,X-Scissor,rock,dark,ground,127,141.3,111.5,101,76.9,fire,none,Ember,Fire Punch,Return,grass,fire,grass,5,127.1,109.1,127,70.9
normal,psychic,Confusion,Stomp,Wild Charge,rock,dark,ground,899,127.0,96.8,143,65.4,bug,none,Fury Cutter,X-Scissor,Drill Run,fire,fire,normal,588,127.7,85.7,127,71.4
poison,psychic,Acid,Surf,Shadow Ball,rock,dark,ground,199,117.9,115.5,139,76.2,fire,normal,Incinerate,Flame Charge,Dark Pulse,fire,fire,normal,668,135.0,98.0,125,74.5
grass,none,Bullet Seed,Sludge Bomb,Leaf Storm,rock,dark,ground,192,128.7,102.2,131,60.3,ground,none,Mud Slap,Bone Club,Return,fire,fire,normal,104,88.2,133.6,127,69.8
water,dark,Fury Cutter,Dark Pulse,Icy Wind,rock,dark,ground,503,133.2,95.6,132,80.5,normal,flying,Steel Wing,Sky Attack,Night Shade,fire,fire,normal,441,140.4,78.4,145,51.6
water,none,Water Gun,Surf,Water Pulse,rock,dark,ground,817,137.9,91.4,128,58.9,water,rock,Water Gun,Liquidation,Ancient Power,fire,fire,normal,565,121.8,127.9,118,63.2
water,psychic,Confusion,Aqua Tail,Psychic Fangs,rock,dark,ground,779,137.3,100.4,118,74.4,grass,poison,Acid,Sludge Bomb,Moonblast,fire,fire,normal,44,122.6,114.9,130,70.7
poison,none,Acid,Dark Pulse,Sludge Wave,rock,dark,ground,24,123.7,120.1,121,69.6,fairy,none,Tackle,Crunch,Dazzling Gleam,poison,poison,fairy,209,127.7,84.0,142,48.0
water,grass,Bubble,Scald,Leaf Storm,rock,dark,ground,272,117.1,123.7,132,70.8,rock,bug,Struggle Bug,Aqua Jet,Ancient Power,poison,poison,fairy,347,147.0,92.1,113,44.7
rock,ice,Powder Snow,Weather Ball (Ice),Thunderbolt,rock,dark,ground,698,114.3,104.2,164,80.0,psychic,none,Psycho Cut,Swift,Play Rough,poison,poison,fairy,77,134.8,109.4,113,58.7
bug,grass,Bug Bite,Energy Ball,Bug Buzz,rock,dark,ground,413,109.9,146.8,126,66.6,steel,rock,Metal Sound,Rock Tomb,Body Slam,poison,poison,fairy,305,114.5,142.8,120,84.9
ice,none,Astonish,Icy Wind,Signal Beam,rock,dark,ground,583,124.1,119.3,122,69.9,fighting,none,Counter,Dynamic Punch,Brutal Swing,steel,rock,normal,534,134.6,93.3,132,73.6
dragon,none,Dragon Breath,Aqua Tail,Wrap,rock,dark,ground,148,126.0,111.0,127,83.5,grass,poison,Acid,Sludge Bomb,Petal Blizzard,steel,rock,normal,45,129.1,110.9,121,68.8
psychic,none,Psycho Cut,Fire Punch,Shadow Ball,rock,dark,ground,65,157.0,103.1,88,58.5,ghost,none,Lick,Psychic Fangs,Shadow Ball,steel,rock,normal,972,121.0,131.2,117,74.2
poison,flying,Wing Attack,Poison Fang,Shadow Ball,rock,dark,ground,42,118.7,113.7,140,75.5,bug,none,Bug Bite,Rock Tomb,Return,steel,rock,normal,204,103.4,115.1,127,61.7
poison,none,Mud Shot,Sludge,Ice Beam,rock,dark,ground,317,104.1,123.4,168,85.3,steel,rock,Metal Sound,Rock Tomb,Body Slam,steel,rock,normal,305,114.5,142.8,120,84.9
grass,none,Vine Whip,Body Slam,Seed Bomb,rock,dark,ground,650,105.0,101.7,136,59.0,bug,flying,Bug Bite,Aerial Ace,Ancient Power,steel,rock,normal,469,137.3,98.3,121,67.3
bug,poison,Poison Sting,Sludge Bomb,Signal Beam,rock,dark,ground,544,96.6,158.0,113,60.0,water,none,Water Gun,Cross Chop,Liquidation,bug,flying,rock,55,125.5,112.2,127,73.0
poison,ground,Poison Sting,Earth Power,Poison Fang,rock,dark,ground,31,117.8,116.5,139,84.9,normal,none,Lick,Body Slam,Superpower,bug,flying,rock,143,108.4,101.7,187,76.3
grass,none,Bullet Seed,Aerial Ace,Petal Blizzard,rock,dark,ground,556,136.8,93.6,128,56.5,rock,electric,Volt Switch,Rock Tomb,Rock Slide,bug,flying,rock,74,123.5,123.5,113,69.2
grass,none,Bullet Seed,Grass Knot,Energy Ball,rock,dark,ground,830,109.1,159.7,118,66.7,fighting,none,Counter,Dynamic Punch,Brutal Swing,electric,rock,rock,534,134.6,93.3,132,73.6
poison,none,Poison Jab,Poison Fang,Wrap,rock,dark,ground,336,138.8,89.5,130,71.2,rock,dark,Smack Down,Brutal Swing,Stone Edge,electric,rock,rock,248,130.2,109.4,121,63.9
bug,steel,Bug Bite,X-Scissor,Stone Edge,rock,dark,ground,632,135.9,121.2,100,72.8,water,none,Bubble,Icy Wind,Hydro Pump,electric,rock,rock,394,119.1,116.0,136,70.1
ghost,grass,Hex,Shadow Ball,Seed Bomb,rock,dark,ground,711,116.6,147.0,112,80.6,ice,psychic,Confusion,Avalanche,Psyshock,electric,rock,rock,124,142.2,101.5,109,53.5
psychic,none,Psycho Cut,Swift,Play Rough,rock,dark,ground,77,134.8,109.4,113,58.7,ghost,grass,Shadow Claw,Seed Bomb,Shadow Ball,psychic,ice,psychic,709,127.8,104.6,131,81.0
electric,none,Thunder Fang,Psychic Fangs,Wild Charge,rock,dark,ground,310,142.5,91.3,120,73.0,rock,steel,Spark,Rock Slide,Zap Cannon,psychic,ice,psychic,476,96.8,200.0,119,73.5
electric,none,Volt Switch,Thunder Cage,Hyper Beam,rock,dark,ground,894,152.3,82.4,117,70.1,electric,ice,Thunder Shock,Thunderbolt,Blizzard,psychic,ice,psychic,479,129.2,143.2,93,61.6
ghost,ground,Astonish,Scorching Sands,Shadow Ball,rock,dark,ground,770,116.6,120.4,136,75.6,dark,dragon,Dragon Breath,Dark Pulse,Body Slam,electric,electric,ice,634,121.0,109.2,140,82.6
rock,flying,Quick Attack,Ancient Power,Dragon Claw,rock,dark,ground,566,160.1,76.0,115,62.0,psychic,flying,Air Slash,Brave Bird,Fly,electric,electric,ice,628,128.6,89.1,151,58.5
grass,none,Razor Leaf,Body Slam,Energy Ball,rock,dark,ground,388,118.3,116.1,138,67.8,water,none,Water Gun,Surf,Crunch,electric,electric,ice,516,136.6,94.5,126,61.7
ghost,grass,Hex,Shadow Ball,Seed Bomb,rock,dark,ground,711,117.0,153.4,106,79.8,water,none,Water Gun,Aqua Tail,Crunch,water,water,dark,367,131.5,126.3,102,70.7
ice,none,Astonish,Icy Wind,Signal Beam,rock,dark,ground,583,124.1,119.3,122,69.9,water,none,Water Gun,Aqua Tail,Icy Wind,water,water,dark,86,84.0,114.3,149,63.9
ice,none,Astonish,Avalanche,Flash Cannon,rock,dark,ground,584,131.5,116.8,110,62.7,fighting,none,Karate Chop,Cross Chop,Return,water,water,dark,56,137.0,81.5,113,67.0
grass,none,Rock Smash,Rock Slide,Seed Bomb,rock,dark,ground,672,116.0,98.3,151,41.0,bug,poison,Psywave,Poison Fang,Bug Buzz,water,water,dark,49,128.2,104.4,131,79.9
water,none,Dragon Tail,Surf,Wrap,rock,dark,ground,350,113.2,132.2,132,72.9,bug,steel,Bug Bite,Bug Buzz,Iron Head,water,water,dark,413,105.2,150.9,134,85.2
water,dark,Waterfall,Crunch,Poison Fang,rock,dark,ground,319,166.6,64.8,124,64.7,dark,none,Snarl,Dark Pulse,Play Rough,bug,bug,steel,510,140.9,89.3,126,58.0
psychic,none,Confusion,Psyshock,Return,rock,dark,ground,96,87.4,126.9,142,55.2,psychic,none,Charge Beam,Psyshock,Dazzling Gleam,bug,bug,steel,517,105.9,89.9,166,46.6
electric,none,Thunder Shock,Wild Charge,Shadow Ball,rock,dark,ground,243,130.9,110.1,118,79.4,psychic,none,Confusion,Shadow Ball,Thunder Punch,bug,bug,steel,97,103.7,140.8,148,74.8
ghost,dark,Sucker Punch,Rock Tomb,Shadow Ball,rock,dark,ground,442,121.2,146.4,104,85.0,rock,water,Mud Shot,Rock Slide,Hydro Pump,psychic,ghost,electric,139,126.1,128.4,109,61.2
grass,normal,Magical Leaf,Earth Power,Trailblaze,rock,dark,ground,929,119.3,121.8,129,71.8,grass,none,Vine Whip,Leaf Blade,Brick Break,psychic,ghost,electric,673,119.2,95.0,165,82.2
normal,flying,Wing Attack,Brave Bird,Aerial Ace,rock,dark,ground,277,136.7,98.6,121,66.9,rock,psychic,Psywave,Rock Slide,Psychic,psychic,ghost,electric,338,119.8,108.8,143,74.2
water,poison,Acid,Scald,Sludge Wave,rock,dark,ground,73,110.1,139.9,132,86.0,ghost,dragon,Shadow Claw,Ominous Wind,Shadow Ball,psychic,ghost,electric,487,119.5,103.5,152,81.7
ground,none,Sand Attack,Rock Tomb,Dig,rock,dark,ground,449,115.3,111.1,152,84.9,grass,poison,Acid,Power Whip,Sludge Bomb,psychic,ghost,electric,70,137.8,84.3,139,69.0
fire,dark,Snarl,Darkest Lariat,Blast Burn,rock,dark,ground,727,125.8,106.9,132,74.8,poison,ground,Poison Sting,Earth Power,Poison Fang,psychic,ghost,electric,31,117.8,116.5,139,84.9
water,steel,Metal Claw,Hydro Cannon,Drill Peck,rock,dark,ground,395,125.8,115.9,122,80.1,fighting,flying,Counter,Fly,Brave Bird,psychic,ghost,electric,145,135.2,106.2,115,69.6
rock,fairy,Rock Throw,Power Gem,Rock Slide,rock,dark,ground,719,119.2,175.2,89,67.4,bug,flying,Fury Cutter,X-Scissor,Power Gem,psychic,ghost,electric,416,109.1,143.3,131,86.5
fire,none,Ember,Flame Charge,Stomp,rock,dark,ground,77,134.8,109.4,113,71.1,fire,flying,Incinerate,Fly,Brave Bird,bug,bug,rock,663,122.1,114.7,131,85.4
ghost,grass,Hex,Shadow Ball,Seed Bomb,rock,dark,ground,711,116.6,147.0,112,80.6,bug,steel,Fury Cutter,X-Scissor,Techno Blast (Normal),bug,bug,rock,649,141.1,111.7,100,82.6
steel,none,Thunder Shock,Thunderbolt,Flash Cannon,rock,dark,ground,808,111.8,95.8,121,51.0,rock,none,Sucker Punch,Stone Edge,Trailblaze,bug,bug,rock,745,145.2,92.5,115,63.9
water,ghost,Hex,Surf,Shadow Ball,rock,dark,ground,593,106.7,124.3,157,92.8,fire,dragon,Incinerate,Dragon Pulse,Overheat,dark,rock,grass,776,114.2,153.0,112,78.9
water,psychic,Water Gun,Surf,Ice Beam,rock,dark,ground,80,113.4,120.9,143,67.2,steel,fairy,Fairy Wind,Iron Head,Play Rough,dark,rock,grass,303,125.9,121.2,117,77.4
ghost,none,Astonish,Night Shade,Power Gem,rock,dark,ground,864,146.2,111.1,94,65.8,bug,poison,Poison Sting,Sludge Bomb,Signal Beam,dark,rock,grass,544,96.6,158.0,113,60.0
ground,steel,Mud Slap,Mud Bomb,Iron Head,rock,dark,ground,51,148.9,111.5,90,79.1,ghost,fire,Incinerate,Flame Charge,Shadow Ball,poison,poison,bug,609,151.4,106.9,91,67.4
normal,none,Bite,Rock Tomb,Crunch,rock,dark,ground,735,134.9,85.7,144,58.0,water,ghost,Hex,Night Shade,Ice Beam,poison,poison,bug,592,109.2,125.2,135,78.8
water,ground,Mud Shot,Earth Power,Sludge Bomb,rock,dark,ground,537,120.3,101.5,152,70.5,dragon,ghost,Astonish,Shadow Ball,Outrage,poison,poison,bug,886,131.0,92.6,141,68.2
bug,water,Fury Cutter,X-Scissor,Aqua Jet,rock,dark,ground,768,125.2,133.6,107,91.9,rock,electric,Rollout,Wild Charge,Rock Blast,ghost,ghost,dragon,76,125.2,121.7,117,76.8
fairy,none,Charm,Psychic Fangs,Body Slam,rock,dark,ground,927,113.1,156.9,111,85.3,fighting,none,Poison Jab,Brick Break,Stone Edge,ghost,ghost,dragon,533,124.8,99.8,143,67.2
bug,fire,Ember,Flame Charge,Bug Buzz,rock,dark,ground,636,131.7,99.2,130,66.7,ghost,none,Hex,Shadow Ball,Dark Pulse,ghost,ghost,dragon,429,133.8,120.8,104,68.2
poison,none,Poison Jab,Thunder Punch,Dark Pulse,rock,dark,ground,89,117.3,111.3,146,76.2,electric,none,Volt Switch,Discharge,Hyper Beam,electric,electric,normal,101,123.1,127.2,116,70.6
water,none,Water Gun,Aqua Tail,Aqua Jet,rock,dark,ground,550,134.0,96.5,129,72.6,normal,psychic,Confusion,Brutal Swing,Trailblaze,electric,electric,normal,765,110.9,131.2,139,81.1
dark,none,Snarl,Brutal Swing,Megahorn,rock,dark,ground,359,157.9,82.7,109,63.9,grass,poison,Acid,Sludge Bomb,Moonblast,electric,electric,normal,44,122.6,114.9,130,70.7
rock,electric,Rollout,Wild Charge,Rock Blast,rock,dark,ground,76,125.2,121.7,117,76.8,normal,none,Sucker Punch,Swift,Trailblaze,electric,electric,normal,162,116.1,105.4,158,89.5
dark,none,Shadow Claw,Foul Play,Sludge Bomb,rock,dark,ground,571,157.9,86.9,103,67.0,ice,none,Astonish,Icy Wind,Signal Beam,electric,electric,normal,583,124.1,119.3,122,69.9
water,flying,Wing Attack,Aerial Ace,Ice Beam,rock,dark,ground,226,106.2,163.1,122,81.1,psychic,none,Hidden Power (Psychic),Psyshock,Night Shade,ghost,ice,bug,578,149.2,82.7,121,46.4
ghost,none,Hex,Shadow Ball,Dark Pulse,rock,dark,ground,429,133.8,120.8,104,68.2,grass,flying,Leafage,Seed Bomb,Energy Ball,ghost,ice,bug,722,98.3,95.8,154,53.0
psychic,none,Astonish,Psyshock,Shadow Ball,rock,dark,ground,358,120.2,120.2,129,74.1,ground,steel,Mud Slap,Mud Bomb,Iron Head,ghost,ice,bug,51,148.9,111.5,90,79.1
ground,none,Sand Attack,Rock Tomb,Dig,rock,dark,ground,449,115.3,111.1,152,84.9,fairy,none,Charm,Psychic Fangs,Body Slam,ground,ground,steel,927,113.1,156.9,111,85.3
water,none,Fury Cutter,Aqua Tail,X-Scissor,rock,dark,ground,502,123.8,99.4,147,86.1,water,ghost,Hex,Night Shade,Ice Beam,ground,ground,steel,592,109.2,125.2,135,78.8
fire,none,Incinerate,Blast Burn,Thunder Punch,rock,dark,ground,157,132.2,108.3,117,80.6,ice,none,Ice Fang,Ice Punch,Ice Beam,ground,ground,steel,554,132.0,83.5,154,68.2
steel,rock,Metal Sound,Rock Tomb,Body Slam,rock,dark,ground,305,114.5,142.8,120,84.9,rock,steel,Spark,Rock Slide,Zap Cannon,electric,rock,electric,476,96.8,200.0,119,73.5
normal,grass,Feint Attack,Wild Charge,Trailblaze,rock,dark,ground,586,130.1,103.1,128,57.1,ground,ghost,Mud Slap,Shadow Punch,Brick Break,electric,rock,electric,622,119.3,89.9,141,78.8
ice,psychic,Powder Snow,Psyshock,Ice Punch,rock,dark,ground,238,141.2,89.1,120,70.2,water,none,Water Gun,Water Pulse,Silver Wind,electric,rock,electric,457,109.5,137.2,136,70.9
fighting,none,Counter,Close Combat,Brick Break,rock,dark,ground,891,136.6,95.6,125,66.9,steel,psychic,Metal Sound,Psyshock,Payback,electric,rock,electric,437,111.3,151.8,119,86.7
psychic,flying,Confusion,Fly,Psychic Fangs,rock,dark,ground,528,126.9,100.9,138,73.1,water,ground,Mud Shot,Mud Bomb,Scald,electric,rock,electric,340,107.6,107.6,178,86.4
fire,none,Ember,Superpower,Flamethrower,rock,dark,ground,136,141.7,110.0,100,68.8,grass,psychic,Confusion,Seed Bomb,Ancient Power,ground,ground,water,102,102.5,117.6,142,56.8
fire,none,Fire Spin,Flamethrower,Flame Charge,rock,dark,ground,815,139.0,102.3,113,63.6,bug,electric,Volt Switch,X-Scissor,Discharge,ground,ground,water,737,116.1,132.4,126,82.3
dragon,psychic,Dragon Breath,Mist Ball,Thunder,rock,dark,ground,380,124.5,137.9,105,64.0,normal,flying,Steel Wing,Brave Bird,Drill Peck,ground,ground,water,85,144.4,99.1,108,58.5
dragon,none,Scratch,Dragon Claw,Aqua Tail,dragon,psychic,electric,610,139.5,95.2,121,50.9,water,none,Fury Cutter,Hydro Cannon,Megahorn,ground,ground,water,503,129.0,102.2,132,92.3
water,rock,Water Gun,Liquidation,Ancient Power,dragon,psychic,electric,565,121.8,127.9,118,63.2,dragon,fighting,Dragon Tail,Clanging Scales,Dragon Claw,ground,ground,water,784,123.7,138.4,105,83.0
fire,ground,Incinerate,Earth Power,Overheat,dragon,psychic,electric,323,134.9,101.2,122,66.8,water,none,Charm,Aqua Jet,Disarming Voice,ground,ground,water,729,124.8,115.4,123,63.5
grass,none,Rock Smash,Rock Slide,Seed Bomb,dragon,psychic,electric,672,116.0,98.3,151,41.0,grass,psychic,Confusion,Seed Bomb,Ancient Power,ground,ground,water,102,102.5,117.6,142,56.8
psychic,none,Hidden Power (Psychic),Psyshock,Night Shade,dragon,psychic,electric,578,149.2,82.7,121,46.4,normal,none,Hex,Weather Ball (Rock),Energy Ball,ground,ground,water,351,113.4,119.6,146,80.6
rock,water,Mud Shot,Rock Tomb,Rock Blast,dragon,psychic,electric,138,129.2,131.7,102,68.8,grass,none,Vine Whip,Grass Knot,Sludge Bomb,water,water,electric,114,125.0,121.7,117,65.6
water,none,Mud Slap,Liquidation,Surf,dragon,psychic,electric,961,151.8,107.2,90,61.0,bug,poison,Poison Sting,X-Scissor,Megahorn,water,water,electric,545,132.6,121.1,105,74.5
dragon,ground,Mud Shot,Dig,Flamethrower,dragon,psychic,electric,444,128.8,101.0,133,64.1,fire,none,Ember,Psyshock,Flame Charge,fire,psychic,fire,654,130.4,106.7,123,75.0
water,fighting,Wing Attack,Close Combat,Aqua Jet,dragon,psychic,electric,914,137.9,97.1,121,72.4,ground,dark,Mud Slap,Crunch,Earthquake,fire,psychic,fire,552,133.6,87.4,142,71.9
fire,bug,Ember,Lunge,Crunch,dragon,psychic,electric,851,129.3,98.3,136,76.8,grass,none,Tackle,Body Slam,Seed Bomb,fire,psychic,fire,387,112.6,105.0,135,52.3
fire,none,Ember,Flame Charge,Dig,dragon,psychic,electric,156,127.1,109.1,127,67.7,grass,steel,Bullet Seed,Power Whip,Thunder,fire,psychic,fire,598,107.3,155.1,125,81.0
fire,none,Ember,Fire Punch,Return,dragon,psychic,electric,5,127.1,109.1,127,70.9,psychic,none,Hidden Power (Psychic),Struggle,nan,fire,psychic,fire,201,126.9,89.1,125,38.1
psychic,flying,Air Slash,Air Cutter,Ancient Power,dragon,psychic,electric,561,131.6,114.0,114,61.8,psychic,none,Counter,Return,Mirror Coat,fire,psychic,fire,202,63.0,101.7,333,71.6
normal,none,Tackle,Body Slam,Trailblaze,dragon,psychic,electric,916,110.9,110.3,166,78.7,fighting,none,Bubble,Crabhammer,Power-Up Punch,fire,psychic,fire,739,135.7,99.1,122,59.6
water,none,Water Gun,Aqua Jet,Swift,dragon,psychic,electric,419,143.8,81.1,133,69.3,water,ground,Mud Shot,Earth Power,Water Pulse,water,water,fighting,536,116.6,101.6,162,72.4
fighting,none,Tackle,Body Slam,Crunch,dragon,psychic,electric,674,123.3,100.2,147,57.9,electric,grass,Thunder Shock,Wild Charge,Swift,water,water,fighting,101,123.3,130.1,113,84.3
normal,none,Rollout,Body Slam,Shadow Ball,dragon,psychic,electric,463,106.3,121.1,164,85.1,electric,ghost,Astonish,Thunderbolt,Ominous Wind,electric,electric,normal,479,133.6,123.0,102,69.3
grass,none,Bullet Seed,Sludge Bomb,Leaf Storm,dragon,psychic,electric,192,128.7,102.2,131,60.3,fire,dragon,Incinerate,Dragon Pulse,Overheat,electric,electric,normal,776,114.2,153.0,112,78.9
grass,dark,Sucker Punch,Trailblaze,Dynamic Punch,dragon,psychic,electric,332,148.9,83.5,121,72.9,dark,ice,Ice Shard,Avalanche,Foul Play,ice,ice,dark,215,135.5,110.7,110,66.6
grass,poison,Acid,Power Whip,Sludge Bomb,dragon,psychic,electric,70,137.8,84.3,139,69.0,normal,flying,Air Slash,Fly,Close Combat,ice,ice,dark,628,134.3,94.1,132,63.8
ice,none,Ice Shard,Triple Axel,Night Slash,dragon,psychic,electric,615,116.5,136.2,121,73.3,psychic,fairy,Psywave,Shadow Ball,Psychic,ice,ice,dark,122,132.2,145.7,88,66.6
ghost,grass,Astonish,Grass Knot,Foul Play,dragon,psychic,electric,710,115.1,116.8,119,74.3,water,none,Water Gun,Water Pulse,Silver Wind,psychic,ghost,psychic,457,109.5,137.2,136,70.9
water,none,Bubble,Surf,Aerial Ace,dragon,psychic,electric,657,135.4,99.2,123,67.5,bug,poison,Confusion,Sludge Bomb,Silver Wind,psychic,ghost,psychic,269,95.0,148.7,142,64.5
ground,none,Sand Attack,Weather Ball (Rock),Scorching Sands,dragon,psychic,electric,450,116.2,116.8,141,84.2,fire,fighting,Ember,Flame Charge,Rock Slide,psychic,ghost,psychic,256,131.0,99.6,131,71.0
ground,none,Mud Slap,Mud Bomb,Stone Edge,dragon,psychic,electric,51,136.4,120.5,99,76.4,water,none,Water Gun,Aqua Jet,Swift,fire,fire,rock,419,143.8,81.1,133,69.3
normal,none,Lock On,Tri Attack,Zap Cannon,dragon,psychic,electric,474,148.7,88.4,115,52.5,dark,none,Sucker Punch,Crunch,Poison Fang,fire,fire,rock,262,125.9,104.3,134,81.3
grass,poison,Acid,Leaf Blade,Sludge Bomb,dragon,psychic,electric,71,135.8,94.8,128,86.7,water,flying,Air Slash,Fly,Ice Beam,dark,dark,poison,581,129.3,99.7,134,66.9
electric,steel,Thunder Shock,Fell Stinger,Wild Charge,dragon,psychic,electric,777,132.1,105.6,121,89.8,flying,dark,Sucker Punch,Fly,Rock Tomb,dark,dark,poison,962,128.0,115.3,118,80.9
normal,none,Sand Attack,Dig,Thunderbolt,dragon,psychic,electric,507,119.7,110.9,141,69.0,ground,none,Tackle,Trailblaze,Body Slam,dark,dark,poison,231,102.5,95.0,186,61.5
water,none,Water Gun,Cross Chop,Liquidation,dragon,psychic,electric,55,125.5,112.2,127,73.0,electric,none,Thunder Shock,Thunder Punch,Return,dark,dark,poison,125,130.9,112.6,115,72.5
