Pokemon,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2
Xerneas,716,Fairy,None,250,185,246,240811.09754541965,15.5,1475,TACKLE,MOONBLAST,MEGAHORN
Yveltal,717,Dark,Flying,250,185,246,240811.09754541965,15.5,1475,SUCKER_PUNCH,DARK_PULSE,HURRICANE
Zygarde (10% Forme),718,Dragon,Ground,205,173,144,481249.7827042469,25.5,1472,DRAGON_TAIL,OUTRAGE,EARTHQUAKE
Zygarde (50% Forme),718,Dragon,Ground,203,232,239,342817.4221776121,17.5,1492,DRAGON_TAIL,OUTRAGE,EARTHQUAKE
Zygarde (Complete Forme),718,Dragon,Ground,184,207,389,344916.3386869526,16.0,1490,DRAGON_TAIL,OUTRAGE,EARTHQUAKE
Diancie,719,Rock,Fairy,190,285,137,448874.2321727135,22.0,1473,TACKLE,ROCK_SLIDE,MOONBLAST
Diancie (Mega),719,Rock,Fairy,342,235,137,154006.16190681688,13.5,1478,TACKLE,ROCK_SLIDE,MOONBLAST
Hoopa,720,Psychic,Ghost,261,187,173,257163.4113398689,17.5,1466,CONFUSION,SHADOW_BALL,PSYBEAM
Hoopa (Confined),720,Psychic,Ghost,261,187,173,257163.4113398689,17.5,1466,CONFUSION,SHADOW_BALL,PSYBEAM
Hoopa (Unbound),720,Psychic,Dark,311,191,173,178081.71367714962,14.5,1462,CONFUSION,SHADOW_BALL,DARK_PULSE
Volcanion,721,Fire,Water,252,216,190,240759.75376246532,16.0,1457,INCINERATE,HYDRO_PUMP,OVERHEAT
Rowlet,722,Grass,Flying,102,99,169,600797.7301970008,50.0,931,TACKLE,SEED_BOMB,ENERGY_BALL
Dartrix,723,Grass,Flying,142,139,186,1039180.8966248921,44.0,1499,PECK,SEED_BOMB,ENERGY_BALL
Decidueye,724,Grass,Ghost,210,179,186,394847.8857884991,21.5,1470,ASTONISH,SHADOW_SNEAK,ENERGY_BALL
Decidueye (Hisuian),724,Grass,Fighting,213,174,204,370092.91621145717,20.5,1467,MAGICAL_LEAF,AURA_SPHERE,ENERGY_BALL
Litten,725,Fire,None,128,79,128,455672.9441486833,50.0,908,SCRATCH,FLAMETHROWER,FLAME_CHARGE
Torracat,726,Fire,None,174,103,163,857983.1589069106,45.0,1498,BITE,FLAMETHROWER,FLAME_CHARGE
Incineroar,727,Fire,Dark,214,175,216,367702.79106488056,20.0,1484,SNARL,FIRE_BLAST,FLAME_CHARGE
Popplio,728,Water,None,120,103,137,596135.8640923597,50.0,1006,POUND,AQUA_JET,WATER_PULSE
Brionne,729,Water,None,168,145,155,788785.8672729745,36.5,1494,CHARM,AQUA_JET,WATER_PULSE
Primarina,730,Water,Fairy,232,195,190,309264.4741834926,18.5,1474,CHARM,PSYCHIC,HYDRO_PUMP
Pikipek,731,Normal,Flying,136,59,111,313559.6067228624,50.0,777,PECK,DRILL_PECK,AERIAL_ACE
Trumbeak,732,Normal,Flying,159,100,146,817252.3769305291,50.0,1356,PECK,DRILL_PECK,ROCK_BLAST
Toucannon,733,Normal,Flying,222,146,190,398613.99483675923,22.5,1484,PECK,DRILL_PECK,ROCK_BLAST
Yungoos,734,Normal,None,122,56,134,322298.9334243889,50.0,746,TACKLE,HYPER_FANG,CRUNCH
Gumshoos,735,Normal,None,194,113,204,588390.2684779012,28.5,1498,TAKE_DOWN,HYPER_FANG,CRUNCH
Grubbin,736,Bug,None,115,85,132,454252.06425151275,50.0,860,BUG_BITE,X_SCISSOR,VICE_GRIP
Charjabug,737,Bug,Electric,145,161,149,1021609.287778599,45.0,1492,BUG_BITE,X_SCISSOR,DISCHARGE
Vikavolt,738,Bug,Electric,254,158,184,287802.78268968343,19.0,1468,BUG_BITE,X_SCISSOR,DISCHARGE
Crabrawler,739,Fighting,None,150,104,132,724944.4708259436,50.0,1240,ROCK_SMASH,POWER_UP_PUNCH,CRABHAMMER
Crabominable,740,Fighting,Ice,231,138,219,341733.01207443513,20.5,1469,ROCK_SMASH,POWER_UP_PUNCH,CRABHAMMER
Oricorio (Baile),741,Fire,Flying,196,145,181,513826.25379323546,26.0,1473,POUND,AERIAL_ACE,AIR_CUTTER
Oricorio (Pa'u),741,Psychic,Flying,196,145,181,513826.25379323546,26.0,1473,POUND,AERIAL_ACE,AIR_CUTTER
Oricorio (Pom-Pom),741,Electric,Flying,196,145,181,513826.25379323546,26.0,1473,POUND,AERIAL_ACE,AIR_CUTTER
Oricorio (Sensu),741,Ghost,Flying,196,145,181,513826.25379323546,26.0,1473,POUND,AERIAL_ACE,AIR_CUTTER
Cutiefly,742,Bug,Fairy,110,81,120,376413.4752365477,50.0,765,FAIRY_WIND,DAZZLING_GLEAM,BUG_BUZZ
Ribombee,743,Bug,Fairy,198,146,155,559035.5530114745,28.0,1488,CHARM,DAZZLING_GLEAM,BUG_BUZZ
Rockruff,744,Rock,None,117,78,128,411241.22708671715,50.0,825,TACKLE,STONE_EDGE,ROCK_TOMB
Lycanroc (Dusk),745,Rock,None,234,139,181,381067.8796818167,22.5,1490,COUNTER,STONE_EDGE,IRON_HEAD
Lycanroc (Midday),745,Rock,None,231,140,181,378888.7422034665,22.5,1476,SUCKER_PUNCH,STONE_EDGE,DRILL_RUN
Lycanroc (Midnight),745,Rock,None,218,152,198,396982.09466006927,22.0,1484,COUNTER,STONE_EDGE,PSYCHIC_FANGS
Wishiwashi,746,Water,None,46,43,128,89133.80968414711,50.0,240,WATER_GUN,BRINE,SURF
Wishiwashi (School),746,Water,None,255,242,128,284196.91119159875,18.5,1481,WATER_GUN,BRINE,SURF
Wishiwashi (Solo),746,Water,None,46,43,128,89133.80968414711,50.0,240,WATER_GUN,BRINE,SURF
Mareanie,747,Poison,Water,98,110,137,519930.7940870256,50.0,849,POISON_STING,BRINE,GUNK_SHOT
Toxapex,748,Poison,Water,114,273,137,1323017.9252593473,46.5,1492,POISON_JAB,BRINE,GUNK_SHOT
Mudbray,749,Ground,None,175,121,172,760855.1849131045,36.5,1497,MUD_SLAP,BULLDOZE,BODY_SLAM
Mudsdale,750,Ground,None,214,174,225,352990.1135374102,19.5,1473,MUD_SLAP,BULLDOZE,BODY_SLAM
Dewpider,751,Water,Bug,72,117,116,344019.1034283115,50.0,592,INFESTATION,WATER_PULSE,BUBBLE_BEAM
Araquanid,752,Water,Bug,126,219,169,1088213.1434292889,39.0,1492,INFESTATION,BUG_BUZZ,BUBBLE_BEAM
Fomantis,753,Grass,None,100,64,120,270375.5602148042,50.0,618,RAZOR_LEAF,LEAF_BLADE,ENERGY_BALL
Lurantis,754,Grass,None,192,169,172,525925.7928905324,25.5,1489,RAZOR_LEAF,LEAF_BLADE,LEAF_STORM
Morelull,755,Grass,Fairy,108,119,120,542947.9218563536,50.0,911,ASTONISH,DAZZLING_GLEAM,SEED_BOMB
Shiinotic,756,Grass,Fairy,154,168,155,876092.8946566932,37.5,1496,ASTONISH,MOONBLAST,SEED_BOMB
Salandit,757,Poison,Fire,136,80,134,513262.9384744366,50.0,994,EMBER,POISON_FANG,FLAMETHROWER
Salazzle,758,Poison,Fire,228,130,169,418637.2257139622,24.5,1477,INCINERATE,POISON_FANG,FIRE_BLAST
Stufful,759,Normal,Fighting,136,95,172,782342.9491298782,50.0,1227,TACKLE,SUPER_POWER,BRICK_BREAK
Bewear,760,Normal,Fighting,226,141,260,322914.28815198666,19.0,1467,TACKLE,SUPER_POWER,PAYBACK
Bounsweet,761,Grass,None,55,69,123,164332.3644204002,50.0,357,RAZOR_LEAF,ENERGY_BALL,DRAINING_KISS
Steenee,762,Grass,None,78,94,141,363955.0763760249,50.0,634,RAZOR_LEAF,ENERGY_BALL,DRAINING_KISS
Tsareena,763,Grass,None,222,195,176,346331.19137058884,20.0,1467,RAZOR_LEAF,ENERGY_BALL,DRAINING_KISS
Comfey,764,Fairy,None,165,215,139,683528.3139083858,29.0,1476,VINE_WHIP,PETAL_BLIZZARD,GRASS_KNOT
Oranguru,765,Normal,Psychic,168,192,207,592900.9715676914,25.0,1494,CONFUSION,PSYCHIC,FOUL_PLAY
Passimian,766,Fighting,None,222,160,225,336722.76379978546,19.5,1465,COUNTER,BRICK_BREAK,CLOSE_COMBAT
Wimpod,767,Bug,Water,67,74,93,162328.83927302723,50.0,392,STRUGGLE_BUG,BUG_BUZZ,none
Golisopod,768,Bug,Water,218,226,181,347560.06497275206,19.0,1494,FURY_CUTTER,X_SCISSOR,AQUA_JET
Golisopod,768,Bug,Water,218,226,181,347560.06497275206,19.0,1494,FURY_CUTTER,X_SCISSOR,AQUA_JET
Sandygast,769,Ghost,Ground,120,118,146,727817.211153226,50.0,1112,ASTONISH,SAND_TOMB,SHADOW_BALL
Palossand,770,Ghost,Ground,178,178,198,557065.805659771,25.0,1490,ASTONISH,SAND_TOMB,SHADOW_BALL
Pyukumuku,771,Water,None,97,224,146,1116808.782763933,50.0,1238,COUNTER,MIRROR_COAT,none
Type (Null),772,Normal,None,184,184,216,473350.13808819297,22.5,1472,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally,773,Normal,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Bug),773,Bug,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Dark),773,Dark,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Dragon),773,Dragon,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Electric),773,Electric,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Fairy),773,Fairy,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Fighting),773,Fighting,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Fire),773,Fire,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Flying),773,Flying,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Ghost),773,Ghost,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Grass),773,Grass,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Ground),773,Ground,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Ice),773,Ice,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Poison),773,Poison,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Psychic),773,Psychic,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Rock),773,Rock,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Steel),773,Steel,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Silvally (Water),773,Water,None,198,198,216,414510.83299014275,20.5,1497,TACKLE,TRI_ATTACK,IRON_HEAD
Minior (Core),774,Rock,Flying,218,131,155,495171.47434318525,27.0,1496,ROLLOUT,POWER_GEM,ANCIENT_POWER
Minior (Meteor),774,Rock,Flying,116,194,155,1227997.9154901858,50.0,1420,ROLLOUT,POWER_GEM,ANCIENT_POWER
Komala,775,Normal,None,216,165,163,428439.7443288634,23.5,1485,ROLLOUT,PLAY_ROUGH,BULLDOZE
Turtonator,776,Fire,Dragon,165,215,155,649923.7474288224,27.5,1478,EMBER,OVERHEAT,FLAMETHROWER
Togedemaru,777,Electric,Steel,190,145,163,590832.4610652311,28.5,1485,THUNDER_SHOCK,FELL_STINGER,WILD_CHARGE
Mimikyu,778,Ghost,Fairy,177,199,146,607837.5169665271,27.5,1480,SHADOW_CLAW,SHADOW_SNEAK,PLAY_ROUGH
Bruxish,779,Water,Psychic,208,145,169,480314.98042570427,25.5,1481,WATER_GUN,PSYCHIC_FANGS,AQUA_TAIL
Drampa,780,Normal,Dragon,231,164,186,344921.7060524972,20.5,1475,DRAGON_BREATH,OUTRAGE,DRAGON_PULSE
Dhelmise,781,Ghost,Grass,233,179,172,351147.15353844984,20.5,1495,ASTONISH,POWER_WHIP,SHADOW_BALL
Jangmo-o,782,Dragon,None,102,108,128,496409.52855438046,50.0,846,TACKLE,DRAGON_CLAW,BRICK_BREAK
Hakamo-o,783,Dragon,Fighting,145,162,146,1044893.8514529035,46.0,1500,TACKLE,DRAGON_CLAW,BRICK_BREAK
Kommo-o,784,Dragon,Fighting,222,240,181,319604.3969702433,18.0,1486,POISON_JAB,DRAGON_CLAW,CLOSE_COMBAT
Tapu Koko,785,Electric,Fairy,250,181,172,303342.5914148806,19.0,1495,VOLT_SWITCH,THUNDERBOLT,DAZZLING_GLEAM
Tapu Lele,786,Psychic,Fairy,259,208,172,258714.3704381074,17.0,1486,CONFUSION,PSYSHOCK,MOONBLAST
Tapu Bulu,787,Grass,Fairy,249,215,172,280444.68591527245,17.5,1495,BULLET_SEED,GRASS_KNOT,DAZZLING_GLEAM
Tapu Fini,788,Water,Fairy,189,254,172,434512.3473969323,21.0,1480,WATER_GUN,SURF,MOONBLAST
Cosmog,789,Psychic,None,54,57,125,135451.81874042435,50.0,321,SPLASH,STRUGGLE,none
Cosmoem,790,Psychic,None,54,242,125,575076.1427225034,50.0,663,SPLASH,STRUGGLE,none
Solgaleo,791,Psychic,Steel,255,191,264,222821.4219420053,14.5,1481,ZEN_HEADBUTT,IRON_HEAD,PSYCHIC_FANGS
Lunala,792,Psychic,Ghost,255,191,264,222821.4219420053,14.5,1481,CONFUSION,SHADOW_BALL,PSYCHIC
Nihilego,793,Rock,Poison,249,210,240,240745.37923031545,15.0,1496,ACID,POWER_GEM,GUNK_SHOT
Buzzwole,794,Bug,Fighting,236,196,216,278965.71529810334,17.0,1473,COUNTER,POWER_UP_PUNCH,FELL_STINGER
Pheromosa,795,Bug,Fighting,316,85,174,263936.7128835684,21.5,1474,BUG_BITE,FOCUS_BLAST,BUG_BUZZ
Xurkitree,796,Electric,None,330,144,195,177762.07863994033,15.0,1480,THUNDER_SHOCK,DISCHARGE,THUNDER
Celesteela,797,Steel,Flying,207,199,219,351604.07421631063,19.0,1465,AIR_SLASH,IRON_HEAD,BODY_SLAM
Kartana,798,Grass,Steel,323,182,139,190223.73651824,16.0,1466,AIR_SLASH,LEAF_BLADE,X_SCISSOR
Guzzlord,799,Dark,Dragon,188,99,440,430947.01295704674,21.0,1470,SNARL,BRUTAL_SWING,DRAGON_CLAW
Necrozma,800,Psychic,None,251,195,219,249533.2627857207,16.0,1481,METAL_CLAW,DARK_PULSE,FUTURE_SIGHT
Necrozma (Dawn Wings),800,Psychic,Ghost,277,220,200,190114.22889687543,14.0,1451,METAL_CLAW,DARK_PULSE,FUTURE_SIGHT
Necrozma (Dusk Mane),800,Psychic,Steel,277,220,200,190114.22889687543,14.0,1451,METAL_CLAW,DARK_PULSE,FUTURE_SIGHT
Necrozma (Ultra),800,Psychic,Dragon,337,196,200,146697.49920638104,12.5,1488,METAL_CLAW,DARK_PULSE,FUTURE_SIGHT
Magearna,801,Steel,Fairy,246,225,190,268486.0487283124,16.5,1497,STRUGGLE,STRUGGLE,none
Marshadow,802,Fighting,Ghost,265,190,207,242630.73729864848,16.0,1500,SUCKER_PUNCH,CLOSE_COMBAT,FIRE_PUNCH
Poipole,803,Poison,None,145,133,167,1074464.710507483,48.5,1498,POISON_JAB,SLUDGE_BOMB,SLUDGE_WAVE
Naganadel,804,Poison,Dragon,263,159,177,288477.8690350383,19.0,1495,POISON_JAB,SLUDGE_BOMB,ACROBATICS
Stakataka,805,Rock,Steel,213,298,156,328163.6098411725,18.0,1475,ROCK_THROW,FLASH_CANNON,STONE_EDGE
Blacephalon,806,Fire,Ghost,315,148,142,219396.94101410348,18.0,1466,INCINERATE,MYSTICAL_FIRE,SHADOW_BALL
Zeraora,807,Electric,None,252,177,204,277130.8895066716,17.5,1495,SPARK,THUNDER_PUNCH,DISCHARGE
Meltan,808,Steel,None,118,99,130,534646.5472341335,50.0,945,THUNDER_SHOCK,FLASH_CANNON,THUNDERBOLT
Melmetal,809,Steel,None,226,190,264,289411.95323082263,16.5,1490,THUNDER_SHOCK,FLASH_CANNON,HYPER_BEAM
Grookey,810,Grass,None,122,91,137,535461.1944298848,50.0,961,SCRATCH,ENERGY_BALL,GRASS_KNOT
Thwackey,811,Grass,None,165,134,172,812498.868379477,37.0,1497,SCRATCH,ENERGY_BALL,GRASS_KNOT
Rillaboom,812,Grass,None,239,168,225,299405.41817113094,18.0,1492,SCRATCH,ENERGY_BALL,GRASS_KNOT
Scorbunny,813,Fire,None,132,79,137,502953.4620352044,50.0,969,TACKLE,FLAME_CHARGE,FLAMETHROWER
Raboot,814,Fire,None,170,125,163,808274.9906512563,39.0,1493,TACKLE,FLAME_CHARGE,FLAMETHROWER
Cinderace,815,Fire,None,238,163,190,335049.91773580643,20.0,1494,TACKLE,FLAME_CHARGE,FLAMETHROWER
Sobble,816,Water,None,132,79,137,502953.4620352044,50.0,969,POUND,WATER_PULSE,SURF
Drizzile,817,Water,None,186,113,163,715696.8910985673,36.5,1497,POUND,WATER_PULSE,SURF
Inteleon,818,Water,None,262,142,172,313234.67763791425,20.5,1497,POUND,WATER_PULSE,SURF
Skwovet,819,Normal,None,95,86,172,494716.86489095236,50.0,815,TACKLE,BODY_SLAM,CRUNCH
Greedent,820,Normal,None,160,156,260,648233.6492891903,26.0,1495,TACKLE,BODY_SLAM,CRUNCH
Rookidee,821,Flying,None,88,67,116,240780.7020196254,50.0,547,PECK,SKY_ATTACK,PAYBACK
Corvisquire,822,Flying,None,129,110,169,844258.2483160469,50.0,1241,PECK,SKY_ATTACK,PAYBACK
Corviknight,823,Flying,Steel,163,192,221,614161.2519778855,25.0,1497,STEEL_WING,SKY_ATTACK,PAYBACK
Blipbug,824,Bug,None,46,67,93,100907.11630485476,50.0,256,STRUGGLE_BUG,STRUGGLE,none
Dottler,825,Bug,Psychic,87,157,137,658788.0070904159,50.0,900,STRUGGLE_BUG,BUG_BUZZ,PSYCHIC
Orbeetle,826,Bug,Psychic,156,240,155,685923.7520432731,27.5,1476,STRUGGLE_BUG,BUG_BUZZ,PSYCHIC
Nickit,827,Dark,None,85,82,120,294455.88354643516,50.0,595,QUICK_ATTACK,NIGHT_SLASH,PLAY_ROUGH
Thievul,828,Dark,None,172,164,172,672542.9842154871,29.0,1495,QUICK_ATTACK,NIGHT_SLASH,PLAY_ROUGH
Gossifleur,829,Grass,None,70,104,120,307552.19974433974,50.0,552,RAZOR_LEAF,ENERGY_BALL,GRASS_KNOT
Eldegoss,830,Grass,None,148,211,155,839529.8924357438,32.5,1492,RAZOR_LEAF,ENERGY_BALL,GRASS_KNOT
Wooloo,831,Normal,None,76,97,123,319224.81963298825,50.0,586,TACKLE,WILD_CHARGE,PAYBACK
Dubwool,832,Normal,None,159,198,176,691296.9914040258,28.0,1483,TACKLE,WILD_CHARGE,PAYBACK
Chewtle,833,Water,None,114,85,137,467358.94199473824,50.0,868,WATER_GUN,BODY_SLAM,SURF
Drednaw,834,Water,Rock,213,164,207,380515.1489165617,21.0,1470,WATERFALL,BODY_SLAM,SURF
Yamper,835,Electric,None,80,90,153,387819.94418310974,50.0,662,SPARK,CRUNCH,THUNDER
Boltund,836,Electric,None,197,131,170,577220.2832242039,28.5,1495,SPARK,CRUNCH,THUNDER
Rolycoly,837,Rock,None,73,91,102,238545.1749267035,50.0,496,SMACK_DOWN,ROCK_BLAST,ROCK_SLIDE
Carkol,838,Rock,Fire,114,157,190,1197193.4083042543,50.0,1390,SMACK_DOWN,ROCK_BLAST,ROCK_SLIDE
Coalossal,839,Rock,Fire,146,198,242,698790.5998434053,26.0,1482,SMACK_DOWN,ROCK_BLAST,ROCK_SLIDE
Applin,840,Grass,Dragon,71,116,120,347939.5490514261,50.0,591,ASTONISH,STRUGGLE,none
Flapple,841,Grass,Dragon,214,144,172,442973.40404128656,24.5,1472,BULLET_SEED,DRAGON_PULSE,FLY
Appletun,842,Grass,Dragon,178,146,242,558456.7315165993,25.0,1492,BULLET_SEED,DRAGON_PULSE,ENERGY_BALL
Silicobra,843,Ground,None,103,123,141,628879.8230507174,50.0,957,MUD_SLAP,DIG,BULLDOZE
Sandaconda,844,Ground,None,202,207,176,415603.24488030345,21.5,1479,MUD_SLAP,DIG,BULLDOZE
Cramorant,845,Flying,Water,173,163,172,672328.4037114478,29.0,1499,PECK,DRILL_PECK,FLY
Arrokuda,846,Water,None,118,72,121,361914.5858200288,50.0,777,WATERFALL,CRUNCH,AQUA_JET
Barraskewda,847,Water,None,258,127,156,353415.0232576183,23.0,1490,WATERFALL,CRUNCH,AQUA_JET
Toxel,848,Electric,Poison,97,65,120,266362.1729928657,50.0,604,ACID,POWER_UP_PUNCH,none
Toxtricity,849,Electric,Poison,224,140,181,418619.1394465654,23.5,1495,ACID,ACID_SPRAY,DISCHARGE
Toxtricity (Amped),849,Electric,Poison,224,140,181,418619.1394465654,23.5,1495,ACID,ACID_SPRAY,DISCHARGE
Toxtricity (Low Key),849,Electric,Poison,224,140,181,418619.1394465654,23.5,1495,ACID,ACID_SPRAY,DISCHARGE
Sizzlipede,850,Fire,Bug,118,90,137,512213.82497256144,50.0,925,BUG_BITE,HEAT_WAVE,BUG_BUZZ
Centiskorch,851,Fire,Bug,220,158,225,355511.48802334355,20.0,1480,BUG_BITE,HEAT_WAVE,BUG_BUZZ
Clobbopus,852,Fighting,None,121,103,137,601103.6629597959,50.0,1014,ROCK_SMASH,BRICK_BREAK,SUPER_POWER
Grapploct,853,Fighting,None,209,162,190,416397.40334391565,22.5,1472,ROCK_SMASH,BRICK_BREAK,SUPER_POWER
Sinistea,854,Ghost,None,134,96,120,543454.8760317564,50.0,1015,ASTONISH,SHADOW_BALL,DARK_PULSE
Polteageist,855,Ghost,None,248,189,155,306099.1935244806,19.5,1477,ASTONISH,SHADOW_BALL,DARK_PULSE
Hatenna,856,Psychic,None,98,93,123,394657.4886238544,50.0,740,CONFUSION,PSYSHOCK,PSYCHIC
Hattrem,857,Psychic,None,153,133,149,1011545.4059648602,48.5,1493,CONFUSION,PSYSHOCK,PSYCHIC
Hatterene,858,Psychic,Fairy,237,182,149,362953.13285885437,21.5,1497,CONFUSION,PSYSHOCK,PSYCHIC
Impidimp,859,Dark,Fairy,103,69,128,320259.8510744355,50.0,683,BITE,FOUL_PLAY,DARK_PULSE
Morgrem,860,Dark,Fairy,145,102,163,848715.2204414628,50.0,1320,BITE,FOUL_PLAY,DARK_PULSE
Grimmsnarl,861,Dark,Fairy,227,139,216,358651.42693424557,21.0,1473,BITE,FOUL_PLAY,DARK_PULSE
Obstagoon,862,Dark,Normal,180,194,212,511855.15038592985,23.0,1498,COUNTER,CROSS_CHOP,NIGHT_SLASH
Obstagoon (Shadow),862,Dark,Normal,180,194,212,511855.15038592985,23.0,1498,COUNTER,CROSS_CHOP,NIGHT_SLASH
Perrserker,863,Steel,None,195,162,172,512019.1012516001,25.5,1481,METAL_CLAW,IRON_HEAD,CLOSE_COMBAT
Cursola,864,Ghost,None,253,182,155,300704.9723721675,19.5,1478,ASTONISH,ROCK_BLAST,POWER_GEM
Sirfetch'd,865,Fighting,None,248,176,158,313482.1298836949,20.0,1475,COUNTER,CLOSE_COMBAT,BRAVE_BIRD
Mr. Rime,866,Ice,Psychic,212,179,190,407180.5642488669,21.5,1499,CONFUSION,PSYBEAM,PSYCHIC
Runerigus,867,Ground,Ghost,163,237,151,652542.8393666517,27.0,1485,ASTONISH,SHADOW_BALL,SAND_TOMB
Milcery,868,Fairy,None,90,97,128,393396.4401125401,50.0,708,TACKLE,DAZZLING_GLEAM,none
Alcremie,869,Fairy,None,203,203,163,434783.23662713706,22.5,1482,TACKLE,DAZZLING_GLEAM,PSYSHOCK
Falinks,870,Fighting,None,193,170,163,534204.4199038567,26.0,1490,ROCK_SMASH,SUPER_POWER,BRICK_BREAK
Pincurchin,871,Electric,None,176,161,134,740766.3268990227,35.0,1499,THUNDER_SHOCK,DISCHARGE,THUNDERBOLT
Snom,872,Ice,Bug,76,59,102,161017.0953441726,50.0,416,POWDER_SNOW,ICY_WIND,BUG_BUZZ
Frosmoth,873,Ice,Bug,230,155,172,371016.84518357966,22.0,1474,POWDER_SNOW,ICY_WIND,BUG_BUZZ
Stonjourner,874,Rock,None,222,182,225,327085.06775032723,18.5,1483,ROCK_THROW,STONE_EDGE,ROCK_SLIDE
Eiscue,875,Ice,None,148,195,181,801628.6526844656,30.0,1488,POWDER_SNOW,ICY_WIND,WEATHER_BALL_ICE
Eiscue (Ice),875,Ice,None,148,195,181,801628.6526844656,30.0,1488,POWDER_SNOW,ICY_WIND,WEATHER_BALL_ICE
Eiscue (Noice),875,Ice,None,173,139,181,701881.1688240254,31.0,1493,POWDER_SNOW,ICY_WIND,WEATHER_BALL_ICE
Indeedee,876,Psychic,Normal,208,166,155,475230.63314660755,25.0,1488,EXTRASENSORY,PSYBEAM,PSYCHIC
Indeedee (Female),876,Psychic,Normal,184,184,172,548747.0304518573,25.5,1489,EXTRASENSORY,PSYBEAM,PSYCHIC
Indeedee (Male),876,Psychic,Normal,208,166,155,475230.63314660755,25.0,1488,EXTRASENSORY,PSYBEAM,PSYCHIC
Morpeko (Full Belly),877,Electric,Dark,192,121,151,668720.9387552576,34.5,1493,CHARGE_BEAM,SEED_BOMB,OUTRAGE
Morpeko (Hangry),877,Electric,Dark,192,121,151,668720.9387552576,34.5,1493,CHARGE_BEAM,SEED_BOMB,OUTRAGE
Cufant,878,Steel,None,140,91,176,789383.9793438053,50.0,1251,TACKLE,IRON_HEAD,DIG
Copperajah,879,Steel,None,226,126,263,340428.6369986662,20.0,1468,TACKLE,IRON_HEAD,DIG
Dracozolt,880,Electric,Dragon,195,165,207,460496.0217666161,23.0,1479,DRAGON_TAIL,DISCHARGE,DRAGON_PULSE
Arctozolt,881,Electric,Ice,190,166,207,481500.21585648524,23.5,1477,POWDER_SNOW,DISCHARGE,AVALANCHE
Dracovish,882,Water,Dragon,175,185,207,560083.8659127143,24.5,1497,DRAGON_BREATH,BRINE,DRAGON_PULSE
Arctovish,883,Water,Ice,171,185,207,581486.3044253447,25.0,1492,POWDER_SNOW,BRINE,AVALANCHE
Duraludon,884,Steel,Dragon,239,185,172,320416.652182444,19.5,1483,DRAGON_TAIL,FLASH_CANNON,DRAGON_CLAW
Dreepy,885,Dragon,Ghost,117,61,99,248746.57155215193,50.0,642,ASTONISH,STRUGGLE,none
Drakloak,886,Dragon,Ghost,163,105,169,947706.5167935067,48.0,1496,ASTONISH,DRAGON_PULSE,SHADOW_BALL
Dragapult,887,Dragon,Ghost,266,170,204,235511.0142340926,16.5,1458,ASTONISH,DRAGON_PULSE,SHADOW_BALL
Zacian (Crowned Sword),888,Fairy,Steel,332,240,192,132307.55238699334,11.5,1462,METAL_CLAW,PLAY_ROUGH,CLOSE_COMBAT
Zacian (Hero),888,Fairy,None,254,236,192,243599.6170338322,15.5,1495,METAL_CLAW,PLAY_ROUGH,IRON_HEAD
Zamazenta (Crowned Shield),889,Fighting,Steel,250,292,192,218628.2435361508,14.0,1479,METAL_CLAW,MOONBLAST,CLOSE_COMBAT
Zamazenta (Hero),889,Fighting,None,254,236,192,243599.6170338322,15.5,1495,METAL_CLAW,MOONBLAST,IRON_HEAD
