pokemon_winner,pokemon_loser,left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
Zygarde (50% Forme),Crabominable,3,11,23,52,84,3,2,11,718,114.1,128.3,133,75.6,6,12,7,133,34,18,12,6,740,136.8,87.9,135,60.5,0
Arbok,Charmeleon,14,0,1,55,246,14,2,14,24,123.7,120.1,121,69.6,7,0,25,92,213,7,7,13,5,127.1,109.1,127,70.9,0
Klefki,Stantler,17,5,4,104,187,9,2,5,707,119.0,134.2,118,83.7,13,0,130,293,251,13,4,13,234,132.8,98.1,129,61.1,1
Hitmontop,Raticate (Alolan),6,0,16,47,279,6,6,12,237,121.7,151.3,100,74.5,2,13,106,52,213,13,2,13,20,107.5,130.7,148,78.8,1
Masquerain,Ledian,1,8,3,7,148,8,8,1,284,130.3,107.8,122,63.4,1,8,8,81,4,1,6,8,166,101.9,161.2,134,83.2,1
Lopunny,Clauncher,13,0,20,279,103,6,12,6,428,112.1,146.4,121,70.8,18,0,139,11,48,18,18,18,692,103.4,110.9,127,60.6,0
Gothitelle,Stakataka,15,0,15,216,109,15,16,15,576,116.6,137.3,120,61.7,16,17,112,253,43,16,16,11,805,119.4,169.8,92,68.3,1
Roggenrola,Omanyte,16,0,121,253,215,16,16,16,524,114.3,105.0,135,55.0,16,18,93,218,215,11,16,16,138,129.2,131.7,102,68.8,1
Linoone,Frogadier,13,0,119,262,111,9,13,10,264,114.6,112.2,152,86.0,18,0,7,260,4,18,18,8,657,135.4,99.2,123,67.5,1
Ferrothorn,Machop,10,17,11,192,267,10,10,4,598,107.3,155.1,125,81.0,6,0,81,49,213,6,6,13,66,127.7,81.5,157,78.5,1
Toucannon,Thwackey,13,8,11,78,215,10,8,16,733,137.3,96.8,122,60.5,10,0,108,111,86,10,10,10,811,124.7,108.5,133,66.5,0
Noctowl,Thwackey,13,8,143,242,171,8,8,9,164,105.3,120.2,167,76.8,10,0,108,111,86,10,10,10,811,124.7,108.5,133,66.5,0
Flabebe,Mawile,5,0,136,58,200,10,5,15,669,103.4,113.4,119,53.0,17,5,28,139,187,5,17,5,303,125.9,121.2,117,77.4,0
Gastrodon,Omastar,18,11,95,26,82,11,13,11,423,114.4,102.5,167,91.6,16,18,93,216,127,11,16,18,139,126.1,128.4,109,61.2,1
Charjabug,Reuniclus,1,4,137,296,62,4,1,4,737,116.1,132.4,126,82.3,15,0,49,205,230,6,15,9,579,127.6,93.7,147,51.1,1
Whimsicott,Prinplup,10,5,28,227,164,5,10,5,547,118.4,133.1,119,81.3,18,0,7,137,127,18,12,18,394,119.1,116.0,136,70.1,1
Hoopa,Bergmite,15,9,4,230,200,9,9,15,720,144.8,106.3,99,56.8,12,0,130,137,52,13,12,2,712,110.9,113.4,135,55.8,1
Weezing (Galarian),Empoleon,14,5,28,244,38,5,14,2,110,118.4,138.9,115,87.7,18,17,91,125,78,17,18,8,395,125.8,115.9,122,80.1,1
Decidueye,Salazzle,10,9,4,105,250,9,10,9,724,127.8,115.3,118,80.4,14,7,77,188,74,7,14,3,758,146.6,90.9,114,81.9,0
Scyther,Latios,1,8,36,4,172,1,8,2,123,134.9,110.7,111,79.5,3,15,21,71,149,3,3,15,381,138.4,112.9,103,70.9,1
Gothorita,Snubbull,15,0,15,109,200,15,15,15,575,112.5,130.8,135,60.3,5,0,130,52,58,13,2,5,209,127.7,84.0,142,48.0,0
Cinderace,Aromatisse,7,0,31,97,95,7,7,7,815,139.0,102.3,113,63.6,5,0,14,164,273,5,5,4,683,116.5,108.0,153,77.8,1
Articuno (Galarian),Accelgor,15,8,104,101,31,15,8,8,144,134.1,108.3,115,75.9,1,0,141,41,1,18,1,14,617,143.2,84.3,129,53.4,0
Carbink,Darumaka (Galarian),16,5,112,191,164,16,16,5,703,84.9,247.9,126,90.3,12,0,74,133,131,12,12,12,554,132.0,83.5,154,68.2,1
Metang,Absol,17,15,36,205,213,1,15,13,375,108.9,145.5,129,88.3,2,0,123,38,154,2,2,1,359,157.9,82.7,109,63.9,0
Tapu Fini,Bulbasaur,18,5,139,260,169,18,18,5,788,115.3,155.3,108,77.9,10,14,136,192,245,10,10,14,1,111.8,105.9,120,58.7,0
Porygon-Z,Gurdurr,13,0,86,277,297,13,13,4,474,148.7,88.4,115,52.5,6,0,97,34,253,14,6,16,533,124.8,99.8,143,67.2,0
Bayleef,Glaceon,10,0,89,9,86,10,16,10,153,105.6,141.6,141,72.3,12,0,75,19,137,12,12,12,471,137.2,124.1,96,63.0,0
Torracat,Oricorio (Pa'u),7,0,25,95,52,7,7,2,726,136.6,89.5,134,68.5,15,8,3,7,4,8,8,8,741,130.9,101.4,128,61.2,0
Granbull,Magneton,5,0,14,47,52,5,6,2,210,135.3,87.7,139,74.0,4,17,134,62,153,4,4,17,82,144.7,112.8,95,79.1,1
Nidorino,Trevenant,14,0,99,245,60,14,14,11,33,124.2,103.7,140,70.0,9,10,119,227,230,9,10,9,709,127.8,104.6,131,81.0,1
Crawdaunt,Rhydon,18,2,123,172,224,2,2,18,342,144.5,96.9,110,71.1,11,16,95,32,253,11,3,16,112,126.7,102.4,136,76.1,0
Ludicolo,Spritzee,18,10,7,224,144,18,18,10,272,117.1,123.7,132,70.8,5,0,14,273,77,5,4,5,682,105.0,107.6,168,76.5,1
Archeops,Tinkatuff,16,8,143,9,71,8,16,3,567,160.6,81.4,106,64.3,5,17,28,187,99,5,5,17,958,104.2,134.4,149,86.2,0
Pidgeotto,Tranquill,13,8,143,7,4,8,8,8,17,110.9,100.8,147,65.0,13,8,3,4,213,8,8,13,520,124.0,101.4,143,62.4,0
Electrode,Shiftry,4,0,137,62,128,4,4,13,101,123.1,127.2,116,70.6,10,2,123,143,104,2,10,2,275,134.2,87.7,142,73.6,1
Landorus (Incarnate),Minun,11,8,93,82,216,11,11,16,645,139.9,100.5,114,70.2,4,0,106,273,111,13,4,10,312,116.8,126.8,129,68.7,1
Delcatty,Regieleki,13,0,14,293,61,5,4,5,301,112.7,115.2,153,68.1,4,0,137,268,128,4,4,13,894,152.3,82.4,117,70.1,0
Escavalier,Lampent,1,17,8,79,211,1,11,18,589,133.9,116.8,107,77.1,9,7,25,86,94,7,10,7,608,133.3,97.1,130,60.7,1
Maushold,Garchomp,13,0,93,262,52,11,13,2,925,117.3,123.7,132,71.7,3,11,23,223,180,3,11,3,445,132.5,102.5,124,67.0,0
Scizor,Aggron,1,17,10,172,276,17,2,10,212,137.9,110.3,106,87.2,17,16,92,218,267,17,16,4,306,116.1,154.0,107,80.8,0
Beautifly,Pidgeot,1,8,79,7,240,1,8,1,267,146.4,81.9,128,59.7,13,8,38,7,31,8,8,8,18,117.2,113.8,143,79.0,0
Wormadam (Trash),Drifloon,1,17,8,41,139,1,1,17,413,105.2,150.9,134,85.2,9,8,40,137,230,9,12,9,425,110.9,79.8,186,79.4,0
Jynx,Toucannon,12,15,15,19,205,15,12,15,124,142.2,101.5,109,53.5,13,8,11,78,215,10,8,16,733,137.3,96.8,122,60.5,0
Mandibuzz,Steelix,2,8,123,55,4,2,2,8,630,92.3,149.2,176,91.8,17,11,133,201,32,4,15,3,208,98.4,185.2,124,91.4,0
Pawmo,Ledian,4,6,134,293,270,4,4,4,922,136.1,81.5,142,78.0,1,8,8,81,4,1,6,8,166,101.9,161.2,134,83.2,0
Vanillish,Walrein,12,0,4,137,238,9,12,1,583,124.1,119.3,122,69.9,12,18,102,135,84,12,12,11,365,113.1,114.3,153,83.6,0
Tauros,Solrock,13,0,130,276,122,13,10,13,128,125.1,118.9,120,66.4,16,15,105,216,200,15,16,15,338,119.8,108.8,143,74.2,1
Krokorok,Zygarde (50% Forme),11,2,95,52,84,11,2,11,552,133.6,87.4,142,71.9,3,11,23,52,84,3,2,11,718,114.1,128.3,133,75.6,0
Chandelure,Golbat,9,7,77,95,230,7,7,9,609,151.4,106.9,91,67.4,14,8,143,188,230,8,14,9,42,118.7,113.7,140,75.5,1
Pineco,Dedenne,1,0,8,218,213,1,16,13,204,103.4,115.1,127,61.7,4,5,134,183,187,4,4,5,702,124.2,108.7,133,90.3,0
Ninetales,Oddish,7,0,25,287,182,7,7,7,38,115.1,133.6,126,84.8,10,14,1,227,245,14,10,14,43,122.7,106.7,120,68.9,1
Morpeko (Full Belly),Floragato,4,2,134,17,201,4,2,15,877,141.7,97.8,114,90.1,10,0,83,111,187,10,10,5,907,124.9,111.0,129,58.1,0
Duosion,Duosion,15,0,65,205,171,15,15,9,578,149.2,82.7,121,46.4,15,0,65,205,171,15,15,9,578,149.2,82.7,121,46.4,0
Mankey,Flapple,6,0,81,49,213,6,6,13,56,137.0,81.5,113,67.0,10,3,21,101,227,3,8,10,841,138.8,100.8,115,66.1,1
Raboot,Trapinch,7,0,31,95,97,7,7,7,814,130.0,102.1,130,67.0,11,0,116,226,52,11,11,2,328,148.7,78.1,120,61.6,0
Gothorita,Avalugg,15,0,15,109,200,15,15,15,575,112.5,130.8,135,60.3,12,0,74,19,26,12,12,13,713,112.9,142.5,124,79.6,1
Tauros (Blaze),Tauros,6,7,20,95,276,6,7,10,128,127.8,123.1,111,72.9,13,0,130,276,122,13,10,13,128,125.1,118.9,120,66.4,1
Mr. Rime,Ponyta (Galarian),12,15,15,137,200,15,12,15,866,129.0,114.1,118,60.4,15,0,104,262,187,15,13,5,77,134.8,109.4,113,58.7,1
Roselia,Krookodile,10,14,97,245,186,14,14,10,315,139.6,107.3,107,54.8,11,2,95,52,84,11,2,11,553,133.9,94.8,132,72.9,1
Nosepass,Grimer (Alolan),16,0,112,216,215,16,16,16,299,81.5,193.3,98,56.3,14,2,97,52,245,14,2,14,88,123.6,86.0,171,76.2,1
Torterra,Pupitar,10,11,108,105,253,10,10,16,389,120.5,117.6,131,66.8,16,11,5,9,60,2,16,11,247,121.1,112.7,136,55.5,0
Rowlet,Xatu,10,8,83,227,86,10,10,10,722,98.3,95.8,154,53.0,15,8,3,4,109,8,8,15,178,132.9,107.3,118,56.0,0
Monferno,Celebi,7,6,25,97,147,7,7,6,391,129.6,95.4,139,68.8,15,10,89,227,144,10,10,10,251,120.5,119.4,129,61.7,1
Prinplup,Castform (Snowy),18,0,7,137,127,18,12,18,394,119.1,116.0,136,70.1,12,0,102,289,24,12,12,12,351,113.4,119.6,146,79.3,0
Komala,Sableye,13,0,114,184,43,16,2,11,775,137.1,110.2,108,57.7,2,9,119,104,191,9,2,16,302,121.0,123.5,124,88.9,0
Seismitoad,Moltres,18,11,93,82,245,11,11,14,537,120.3,101.5,152,70.5,7,8,31,242,9,7,8,16,146,136.3,102.6,117,68.6,1
Deoxys (Defense),Dugtrio,15,0,16,204,273,6,15,4,386,101.0,221.5,98,75.5,11,0,95,166,253,11,11,16,51,136.4,120.5,99,76.4,1
Primarina,Krabby,18,5,14,61,125,5,5,18,730,131.9,116.8,110,75.9,18,0,7,211,285,18,18,18,98,148.1,110.4,92,58.2,1
Skuntank,Steelix,14,2,97,52,276,14,2,10,435,121.7,95.2,157,80.2,17,11,133,201,32,4,15,3,208,98.4,185.2,124,91.4,1
Golisopod,Geodude,1,18,36,296,11,1,1,18,768,125.2,133.6,107,91.9,16,11,112,218,216,16,16,16,74,123.5,123.5,113,66.0,1
Tyranitar,Mr. Mime,16,2,121,38,253,16,2,16,248,130.2,109.4,121,63.9,15,5,105,230,200,15,9,15,122,132.2,145.7,88,66.6,1
Chansey,Minun,13,0,147,58,200,15,5,15,113,63.0,120.2,421,74.0,4,0,106,273,111,13,4,10,312,116.8,126.8,129,68.7,1
Castform,Floatzel,13,0,40,291,86,9,16,10,351,113.4,119.6,146,80.6,18,0,139,11,262,18,18,13,419,143.8,81.1,133,69.3,0
Reuniclus,Donphan,15,0,49,205,230,6,15,9,579,127.6,93.7,147,51.1,11,0,95,276,26,11,10,13,232,125.8,112.0,126,83.6,1
Clamperl,Typhlosion (Hisuian),18,0,139,26,285,18,13,18,366,124.4,126.0,105,63.6,7,9,25,92,293,7,7,4,157,139.6,105.1,109,77.3,1
Arcanine,Archen,7,0,30,293,201,7,4,15,59,132.7,104.0,122,78.5,16,8,106,9,71,13,16,3,566,160.1,76.0,115,62.0,0
Chansey,Timburr,13,0,147,58,200,15,5,15,113,63.0,120.2,421,74.0,6,0,87,218,34,6,16,6,532,125.2,85.7,164,48.2,0
Drilbur,Grotle,11,0,95,79,218,11,11,16,529,139.5,81.9,141,74.9,10,0,108,26,86,10,13,10,388,118.3,116.1,138,67.8,0
Crabrawler,Elgyem,6,0,7,48,194,18,18,6,739,135.7,99.1,122,59.6,15,0,15,55,200,15,2,15,605,134.0,94.7,132,54.6,0
Chansey,Tranquill,13,0,147,58,200,15,5,15,113,63.0,120.2,421,74.0,13,8,3,4,213,8,8,13,520,124.0,101.4,143,62.4,1
Palossand,Jynx,9,11,4,226,230,9,11,9,770,116.6,120.4,136,75.6,12,15,15,19,205,15,12,15,124,142.2,101.5,109,53.5,0
Sandshrew (Alolan),Marowak (Alolan),12,17,102,172,24,12,2,12,27,117.6,121.0,127,75.8,7,9,31,28,232,7,11,9,105,110.8,145.0,126,87.3,0
Eevee,Perrserker,13,0,106,262,60,13,13,11,133,100.0,108.4,135,59.4,17,0,119,47,276,9,6,10,863,128.9,114.6,117,80.3,0
Skuntank,Giratina (Origin),14,2,97,52,276,14,2,10,435,121.7,95.2,157,80.2,9,3,119,176,230,9,9,9,487,119.5,103.5,152,81.7,1
Zoroark,Timburr,2,0,119,104,245,9,2,14,571,157.9,86.9,103,67.0,6,0,87,218,34,6,16,6,532,125.2,85.7,164,48.2,0
Turtonator,Hoopa,7,3,77,74,182,7,3,7,776,114.2,153.0,112,78.9,15,9,4,230,200,9,9,15,720,144.8,106.3,99,56.8,0
Castform (Sunny),Starmie,7,0,25,287,248,7,7,10,351,113.4,119.6,146,82.5,18,15,105,260,191,15,18,16,121,132.2,121.8,104,79.7,1
Staravia,Togedemaru,13,8,106,31,101,13,8,8,397,131.9,91.6,135,76.5,4,17,134,89,293,4,1,4,777,132.1,105.6,121,89.8,1
Skiddo,Growlithe (Hisuian),10,0,110,216,227,6,16,10,672,116.0,98.3,151,41.0,7,16,25,216,97,7,16,7,58,131.9,89.9,142,68.2,1
Kingler,Conkeldurr,18,0,7,48,296,18,18,1,99,143.9,115.0,93,62.7,6,0,16,81,38,6,6,2,534,134.6,93.3,132,73.6,0
Cherrim (Sunshine),Chatot,10,0,11,287,248,10,7,10,421,122.9,115.2,129,66.4,13,8,126,242,171,17,8,9,441,140.4,78.4,145,51.6,1
Dubwool,Sneasel,13,0,20,26,184,6,13,2,832,111.0,141.7,128,78.6,2,12,75,19,104,12,12,2,215,135.5,110.7,110,66.6,0
Decidueye (Hisuian),Rillaboom,10,6,89,4,15,10,8,6,724,129.6,106.9,124,65.2,10,0,108,111,82,10,10,11,812,133.5,97.7,129,66.0,0
Deoxys (Defense),Oricorio (Baile),15,0,16,204,273,6,15,4,386,101.0,221.5,98,75.5,7,8,3,7,4,8,8,8,741,130.9,101.4,128,65.6,1
Tauros (Combat),Celesteela,6,0,20,47,276,6,6,10,128,127.8,123.1,111,76.1,17,8,3,26,139,8,13,17,797,119.6,119.0,131,76.7,0
Golisopod,Lanturn,1,18,36,296,11,1,1,18,768,125.2,133.6,107,91.9,18,4,139,260,273,18,18,4,171,104.8,104.8,194,85.1,0
Totodile,Drilbur,18,0,139,11,52,18,18,2,158,110.9,104.2,127,59.9,11,0,95,79,218,11,11,16,529,139.5,81.9,141,74.9,0
Grotle,Chespin,10,0,108,26,86,10,13,10,388,118.3,116.1,138,67.8,10,0,136,26,227,10,13,10,650,105.0,101.7,136,59.0,1
Dubwool,Chatot,13,0,20,26,184,6,13,2,832,111.0,141.7,128,78.6,13,8,126,242,171,17,8,9,441,140.4,78.4,145,51.6,1
Comfey,Togetic,5,0,136,111,77,10,10,5,764,116.9,155.4,105,66.5,5,8,28,205,58,5,15,5,176,110.6,150.0,122,88.0,0
Sealeo,Malamar,12,18,102,260,26,12,18,13,364,108.6,113.2,167,84.2,2,15,105,258,104,15,6,2,687,118.5,117.1,136,88.7,0
Oinkologne (Female),Dustox,13,0,130,26,276,13,13,10,916,110.9,110.3,166,78.7,1,14,15,245,240,15,14,1,269,95.0,148.7,142,64.5,1
Forretress,Claydol,1,17,8,223,218,1,11,16,205,110.2,141.6,130,93.6,11,15,95,218,131,11,16,12,344,102.7,173.3,121,88.4,0
Primarina,Parasect,18,5,14,61,125,5,5,18,730,131.9,116.8,110,75.9,1,10,36,296,51,1,1,14,47,124.2,118.3,122,76.0,0
Dunsparce,Clawitzer,13,0,114,79,216,16,11,16,206,104.8,111.0,183,85.5,18,0,139,48,131,18,18,12,693,134.4,110.5,111,55.7,1
Haxorus,Ivysaur,3,0,23,32,260,3,3,18,612,151.1,95.7,102,73.8,10,14,136,192,245,10,10,14,2,118.6,121.7,130,74.9,0
Masquerain,Misdreavus,1,8,3,7,148,8,8,1,284,130.3,107.8,122,63.4,9,0,105,55,237,15,2,9,200,124.1,119.0,122,73.8,1
Gogoat,Victreebel,10,0,136,143,34,10,10,6,673,119.2,95.0,165,82.2,10,14,1,143,245,14,10,14,71,135.8,94.8,128,86.7,1
Archen,Eelektrik,16,8,106,9,71,13,16,3,566,160.1,76.0,115,62.0,4,0,1,62,52,14,4,2,603,123.2,110.9,133,71.7,1
Beartic,Lunatone,12,0,102,133,146,12,12,18,614,134.9,94.6,129,69.6,16,15,105,216,164,15,16,5,337,119.8,108.8,143,74.8,1
Thwackey,Togekiss,10,0,108,111,86,10,10,10,811,124.7,108.5,133,66.5,5,8,14,205,15,5,15,6,468,124.8,125.3,114,75.9,1
Feraligatr,Pumpkaboo (Large),18,0,119,125,131,9,18,12,160,123.3,118.0,124,91.8,9,10,4,111,104,9,10,2,710,113.4,115.1,133,78.7,0
Hippowdon,Cubone,11,0,116,291,226,11,16,11,450,116.2,116.8,141,84.2,11,0,95,28,213,11,11,13,104,88.2,133.6,127,69.8,0
Altaria,Crawdaunt,3,8,21,242,164,3,8,5,334,103.4,153.3,136,81.7,18,2,123,172,224,2,2,18,342,144.5,96.9,110,71.1,1
Dugtrio (Alolan),Stufful,11,17,95,166,139,11,11,17,51,148.9,111.5,90,79.1,13,6,130,258,251,13,6,13,759,125.2,90.8,157,65.4,1
Growlithe,Castform (Rainy),7,0,25,26,97,7,13,7,58,126.9,90.8,135,69.6,18,0,139,292,267,18,18,4,351,113.4,119.6,146,81.7,1
Exeggutor,Bayleef,10,15,11,227,200,10,10,15,103,136.7,93.7,128,56.2,10,0,89,9,86,10,16,10,153,105.6,141.6,141,72.3,0
Archeops,Pawmo,16,8,143,9,71,8,16,3,567,160.6,81.4,106,64.3,4,6,134,293,270,4,4,4,922,136.1,81.5,142,78.0,0
Farfetch'd,Quaquaval,13,8,36,143,4,1,10,8,83,116.8,109.2,131,83.5,18,6,143,47,11,8,6,18,914,137.9,97.1,121,72.4,0
Maushold,Jolteon,13,0,93,262,52,11,13,2,925,117.3,123.7,132,71.7,4,0,134,62,141,4,4,13,135,138.6,113.0,103,68.8,0
Chatot,Heracross,13,8,126,242,171,17,8,9,441,140.4,78.4,145,51.6,1,6,16,282,154,6,6,1,214,134.7,107.9,114,67.6,0
Yanma,Rhyhorn,1,8,106,4,240,13,8,1,193,131.6,87.4,148,63.6,11,16,95,43,251,11,11,13,111,113.4,110.2,158,72.8,0
Heliolisk,Lairon,4,13,137,32,183,4,3,4,695,137.1,112.0,105,76.4,17,16,92,218,26,17,16,13,305,114.5,142.8,120,84.9,0
Slowpoke (Galarian),Vigoroth,15,0,15,205,260,15,15,18,79,104.2,95.0,186,65.5,13,0,16,26,216,6,13,16,288,117.7,112.7,144,71.7,1
Dewgong,Staravia,18,12,75,137,79,12,12,11,87,102.9,133.8,158,83.8,13,8,106,31,101,13,8,8,397,131.9,91.6,135,76.5,1
Grumpig,Arcanine (Hisuian),15,0,105,81,230,15,6,9,326,114.5,128.3,133,88.9,7,16,30,293,216,7,4,16,59,132.4,100.0,127,66.0,0
Venusaur,Toucannon,10,14,136,105,245,10,10,14,3,122.5,121.9,122,82.2,13,8,11,78,215,10,8,16,733,137.3,96.8,122,60.5,1
Bulbasaur,Cursola,10,14,136,192,245,10,10,14,1,111.8,105.9,120,58.7,9,0,4,171,191,9,9,16,864,146.2,111.1,94,65.8,0
Litleo,Goodra,7,13,77,95,52,7,7,2,667,121.1,106.1,143,79.3,3,0,21,13,270,3,18,4,706,119.7,136.8,114,85.5,0
Overqwil,Loudred,2,14,97,13,230,14,18,9,904,131.6,106.6,121,80.7,13,0,5,251,61,2,13,5,294,125.2,80.7,178,59.5,1
Primeape,Hariyama,6,0,81,209,47,6,9,6,57,140.2,99.2,115,89.6,6,0,32,282,117,6,6,17,297,125.6,75.5,186,79.9,1
Ferrothorn,Deerling,10,17,11,192,267,10,10,4,598,107.3,155.1,125,81.0,13,10,130,293,276,13,4,10,585,109.2,96.6,142,55.7,0
Incineroar,Golem,7,2,123,57,21,2,2,7,727,125.8,106.9,132,74.8,16,11,95,253,215,11,16,16,76,125.2,121.7,117,74.4,1
Gourgeist (Small),Bellibolt,9,10,40,230,227,9,9,10,711,117.0,153.4,106,79.8,4,0,129,297,183,2,4,4,939,115.1,107.7,156,88.7,1
Aromatisse,Rowlet,5,0,14,164,273,5,5,4,683,116.5,108.0,153,77.8,10,8,83,227,86,10,10,10,722,98.3,95.8,154,53.0,1
Popplio,Magnezone,18,0,139,13,11,18,18,18,728,113.4,99.2,127,63.3,4,17,137,293,161,4,4,17,462,134.9,120.1,102,83.4,0
Exploud,Eelektross,13,0,4,52,61,9,2,5,295,119.8,98.4,158,68.3,4,0,137,71,273,4,3,4,604,134.4,98.0,127,70.6,1
Trevenant,Nosepass,9,10,119,227,230,9,10,9,709,127.8,104.6,131,81.0,16,0,112,216,215,16,16,16,299,81.5,193.3,98,56.3,1
Blissey,Miltank,13,0,147,293,58,15,4,5,242,81.4,110.2,307,66.3,13,0,114,26,273,16,13,4,241,105.4,135.5,148,81.7,0
Falinks,Arcanine (Hisuian),6,0,16,258,154,6,6,1,870,128.2,119.8,113,68.4,7,16,30,293,216,7,4,16,59,132.4,100.0,127,66.0,1
Pangoro,Oranguru,6,2,81,47,172,6,6,2,675,134.5,92.0,134,89.5,13,15,15,38,276,15,2,10,765,110.9,131.2,139,81.1,0
Stufful,Haxorus,13,6,130,258,251,13,6,13,759,125.2,90.8,157,65.4,3,0,23,32,260,3,3,18,612,151.1,95.7,102,73.8,0
Hydreigon,Marshtomp,2,3,21,38,99,3,2,17,635,136.6,103.5,116,79.9,18,11,93,166,260,11,11,18,259,120.3,108.9,142,82.1,1
Pinsir,Crabrawler,1,0,36,47,296,1,6,1,127,141.3,111.5,101,76.9,6,0,7,48,194,18,18,6,739,135.7,99.1,122,59.6,1
Swalot,Dewgong,14,0,93,244,131,11,14,12,317,104.1,123.4,168,85.3,18,12,75,137,79,12,12,11,87,102.9,133.8,158,83.8,0
Frigibax,Cherrim (Sunshine),3,12,74,19,71,12,12,3,996,125.2,84.9,149,72.2,10,0,11,287,248,10,7,10,421,122.9,115.2,129,66.4,1
Hitmontop,Flabebe,6,0,16,47,279,6,6,12,237,121.7,151.3,100,74.5,5,0,136,58,200,10,5,15,669,103.4,113.4,119,53.0,0
Gholdengo,Chespin,17,9,40,230,191,9,9,16,1000,135.7,106.2,114,75.0,10,0,136,26,227,10,13,10,650,105.0,101.7,136,59.0,0
Braviary,Stoutland,13,8,3,101,47,8,8,6,628,134.3,94.1,132,63.8,13,0,116,293,52,11,4,2,508,125.8,114.7,124,72.5,1
Gorebyss,Xatu,18,0,139,285,200,18,18,15,368,136.9,118.5,101,54.4,15,8,3,4,109,8,8,15,178,132.9,107.3,118,56.0,1
Barbaracle,Sneasler,16,18,36,49,253,1,6,16,689,120.4,133.1,115,84.2,6,14,119,47,4,9,6,8,903,146.0,95.3,110,78.5,1
Munchlax,Karrablast,13,0,130,26,43,13,13,11,446,104.0,95.2,218,76.9,1,0,36,296,79,1,1,11,588,127.7,85.7,127,71.4,0
Porygon2,Shelgon,13,0,86,277,297,13,13,4,233,123.7,115.7,127,64.9,3,0,21,97,280,3,7,3,372,123.3,118.4,123,69.9,1
Crocalor,Dhelmise,7,0,77,52,97,7,2,7,910,119.8,106.3,146,76.7,9,10,119,192,295,9,10,13,781,139.8,109.3,105,75.2,0
Maractus,Gourgeist (Average),10,0,11,4,186,10,8,10,556,136.8,93.6,128,56.5,9,10,40,230,227,9,9,10,711,116.6,147.0,112,80.6,1
Kommo-o,Floette,3,6,23,45,71,3,3,3,784,123.7,138.4,105,83.0,5,0,136,58,200,10,5,15,670,114.3,133.7,128,71.6,1
Armaldo,Sneasel (Hisuian),16,1,36,215,146,1,16,18,348,133.3,110.9,113,76.8,6,14,97,47,4,14,6,8,215,135.5,110.7,110,73.5,0
Incineroar,Probopass,7,2,123,57,21,2,2,7,727,125.8,106.9,132,74.8,16,17,124,216,297,4,16,4,476,96.8,200.0,119,73.5,0
Falinks,Dragonite,6,0,16,258,154,6,6,1,870,128.2,119.8,113,68.4,3,8,21,71,258,3,3,6,149,135.8,108.4,111,82.7,0
Fletchinder,Swanna,7,8,25,101,4,7,8,8,662,123.0,103.2,142,80.7,18,8,3,101,131,8,8,12,581,129.3,99.7,134,66.9,1
Haunter,Morpeko (Full Belly),9,14,119,235,133,9,9,12,93,161.2,85.5,100,80.3,4,2,134,17,201,4,2,15,877,141.7,97.8,114,90.1,1
Floatzel,Overqwil,18,0,139,11,262,18,18,13,419,143.8,81.1,133,69.3,2,14,97,13,230,14,18,9,904,131.6,106.6,121,80.7,0
Jellicent,Infernape,18,9,40,260,230,9,18,9,593,106.7,124.3,157,92.8,7,6,31,47,21,7,6,7,392,136.7,100.4,118,65.6,1
Heracross,Genesect,1,6,16,282,154,6,6,1,214,134.7,107.9,114,67.6,1,17,36,296,265,1,1,13,649,141.1,111.7,100,82.6,1
Grovyle,Arbok,10,0,106,143,4,13,10,8,253,137.4,101.7,117,73.4,14,0,1,55,246,14,2,14,24,123.7,120.1,121,69.6,0
Fearow,Corsola,13,8,126,101,79,17,8,11,22,132.6,102.7,124,59.5,18,16,7,191,215,18,16,16,222,109.3,141.6,133,72.0,0
Flabebe,Melmetal,5,0,136,58,200,10,5,15,669,103.4,113.4,119,53.0,17,0,134,65,258,4,17,6,809,121.5,107.8,141,87.3,1
Drizzile,Hydreigon,18,0,139,260,285,18,18,18,817,137.9,91.4,128,58.9,2,3,21,38,99,3,2,17,635,136.6,103.5,116,79.9,0
Ursaring,Bastiodon,13,0,119,262,47,9,13,6,217,140.3,89.1,128,82.3,16,17,121,253,97,16,16,7,411,81.1,246.7,138,89.2,0
Weepinbell,Donphan,10,14,1,192,245,14,10,14,70,137.8,84.3,139,69.0,11,0,95,276,26,11,10,13,232,125.8,112.0,126,83.6,0
Munna,Wigglytuff,15,0,13,205,58,4,15,5,517,105.9,89.9,166,46.6,13,5,14,137,262,5,12,13,40,115.8,75.5,220,85.7,1
Ariados,Aggron,1,14,99,148,276,14,1,10,168,124.7,102.0,141,79.9,17,16,92,218,267,17,16,4,306,116.1,154.0,107,80.8,0
