Pokemon,WinTypes,LoseTypes,WinFastMoves,LoseFastMoves,WinChargedMoves,LoseChargedMoves
Volcanion,"['Normal', 'Water', 'Poison', 'Ice']","['Ground', 'Psychic', 'Fairy', 'Normal', 'Ice']","{'Sucker Punch': 2, 'Poison Sting': 4, 'Powder Snow': 3}","{'Mud Slap': 1, 'Psywave': 2, 'Lick': 1, 'Rollout': 2}","{'Swift': 2, 'Trailblaze': 2, 'Wrap': 4, 'Water Pulse': 4, 'Weather Ball (Ice)': 3, 'Blizzard': 3}","{'Bone Club': 1, 'Return': 1, 'Shadow Ball': 2, 'Psychic': 2, 'Body Slam*': 1, 'Power Whip': 1, 'Avalanche': 2}"
Corvisquire,"['Poison', 'Rock', 'Water']",[],"{'Poison Sting': 2, 'Fury Cutter': 3}",{'Shadow Claw': 4},"{'Sludge Bomb': 2, 'Dig': 2, 'Cross Chop': 3, 'Stone Edge': 3}","{'Rock Tomb': 4, 'Shadow Ball': 4}"
Nidorino,[],['Flying'],{'Bite': 4},{'Sand Attack': 2},"{'Crunch': 4, 'Trailblaze': 4}","{'Sky Attack': 2, 'Payback': 2}"
Hatterene,"['Dragon', 'Water', 'Fighting']","['Water', 'Ground', 'Electric', 'Ghost', 'Grass', 'Water']","{'Dragon Breath': 2, 'Acid': 4, 'Wing Attack': 2}","{'Mud Shot': 4, 'Volt Switch': 2, 'Astonish': 3, 'Vine Whip': 4, 'Waterfall': 2}","{'Flamethrower': 2, 'Twister': 2, 'Power Whip': 4, 'Sludge Bomb': 4, 'Close Combat': 2, 'Aqua Jet': 2}","{'Earth Power': 4, 'Water Pulse': 4, 'Thunder Punch': 2, 'Thunderbolt': 2, 'Grass Knot': 3, 'Foul Play': 3, 'Body Slam': 4, 'Energy Ball': 4, 'Hydro Pump': 2, 'Blizzard': 2}"
Shelgon,[],"['Psychic', 'Fairy', 'Ice', 'Dragon', 'Psychic', 'Ghost', 'Grass']",{'Tackle': 4},"{'Charm': 2, 'Ice Fang': 1, 'Dragon Breath': 3, 'Hex': 3}","{'Bug Buzz': 4, 'Thunderbolt': 4}","{'Psyshock': 2, 'Power Whip': 2, 'Avalanche': 1, 'Superpower': 1, 'Dragon Claw': 3, 'Luster Purge*': 3, 'Shadow Ball': 3, 'Seed Bomb': 3}"
Urshifu (Rapid Strike),"['Ice', 'Fire', 'Fairy', 'Flying']","['Water', 'Ground']","{'Astonish': 2, 'Ember': 2, 'Charm': 1}",{'Mud Shot': 3},"{'Icy Wind': 2, 'Signal Beam': 2, 'Body Slam': 2, 'Flamethrower': 2, 'Psyshock': 1, 'Aura Sphere*': 1}","{'Mud Bomb': 3, 'Surf': 3}"
Vanillish,[],"['Fighting', 'Water', 'Water']",{},"{'Counter': 2, 'Bullet Punch': 3, 'Water Gun': 2}",{},"{'Aqua Jet': 2, 'Dynamic Punch': 2, 'Meteor Mash*': 3, 'Earthquake': 3, 'Weather Ball (Water)': 2, 'Thunder': 2}"
Salamence,['Fighting'],[],{'Counter': 2},{},"{'Ice Punch': 2, 'Thunder Punch': 2}",{}
Hitmonchan,"['Water', 'Electric', 'Dark']","['Dragon', 'Flying', 'Ground']","{'Water Gun': 1, 'Thunder Shock': 3}","{'Dragon Tail': 2, 'Mud Slap': 4}","{'Body Slam': 1, 'Water Pulse': 1, 'Aura Wheel': 3, 'Psychic Fangs': 3}","{'Fly': 2, 'Outrage*': 2, 'Trailblaze': 4, 'Body Slam': 4}"
Darmanitan (Standard),"['Poison', 'Fairy', 'Water', 'Fire']",[],"{'Acid': 1, 'Tackle': 2, 'Water Gun': 1, 'Ember': 2, 'Bubble': 4}",{},"{'Dark Pulse': 1, 'Sludge Wave': 1, 'Energy Ball': 2, 'Draining Kiss': 2, 'Body Slam': 1, 'Water Pulse': 4, 'Flame Charge': 2, 'Crunch': 2, 'Thunderbolt': 4}",{}
Arbok,"['Water', 'Ghost', 'Grass', 'Steel']",['Fire'],"{'Waterfall': 4, 'Astonish': 2, 'Shadow Claw': 2}",{'Incinerate': 1},"{'Hydro Pump': 4, 'Blizzard': 4, 'Grass Knot': 2, 'Foul Play': 2, 'Close Combat': 2, 'Trailblaze': 2}","{'Rock Slide': 1, 'Overheat': 1}"
Growlithe,"['Fighting', 'Flying']","['Fighting', 'Water', 'Fire']",{'Counter': 2},"{'Counter': 2, 'Karate Chop': 3}","{'Fly': 2, 'Brave Bird': 2}","{'Aqua Jet': 2, 'Dynamic Punch': 2, 'Fire Punch': 3, 'Scorching Sands': 3}"
Zapdos (Galarian),[],"['Fire', 'Fire', 'Fighting']",{},"{'Ember': 2, 'Fire Spin': 2}",{},"{'Body Slam': 2, 'Flamethrower': 2, 'Close Combat': 2, 'Blast Burn*': 2}"
Heatmor,"['Ice', 'Steel']","['Grass', 'Poison']","{'Powder Snow': 3, 'Thunder Shock': 2}",{'Vine Whip': 4},"{'Ice Punch': 3, 'Liquidation': 3, 'Thunderbolt': 2, 'Flash Cannon': 2}","{'Power Whip': 4, 'Sludge Bomb': 4}"
Beartic,"['Grass', 'Ghost', 'Normal']","['Fire', 'Normal']",{'Astonish': 2},"{'Fire Spin': 3, 'Mud Slap': 3}","{'Frenzy Plant*': 1, 'Spirit Shackle': 1, 'Aerial Ace': 2, 'Return': 2}","{'Thunder Punch': 3, 'Flamethrower': 3, 'Stomp*': 3, 'Crunch': 3}"
Floatzel,"['Ghost', 'Ground', 'Water', 'Ground', 'Water']","['Steel', 'Psychic']","{'Astonish': 2, 'Mud Shot': 2, 'Bubble': 2}",{'Metal Sound': 4},"{'Scorching Sands': 2, 'Shadow Ball': 2, 'Earth Power': 2, 'Water Pulse': 2, 'Surf': 2, 'Aerial Ace': 2}","{'Psyshock': 4, 'Payback': 4}"
Sandygast,"['Steel', 'Psychic']","['Water', 'Grass', 'Flying', 'Fighting', 'Normal']",{'Bullet Punch': 3},"{'Water Gun': 2, 'Air Slash': 2, 'Wing Attack': 4, 'Force Palm': 2, 'Astonish': 3}","{'Meteor Mash*': 3, 'Earthquake': 3}","{'Aqua Jet': 2, 'Swift': 3, 'Leaf Blade': 2, 'Aerial Ace': 3, 'Brave Bird': 4, 'Brick Break': 2, 'Brutal Swing': 2}"
Geodude (Alolan),"['Electric', 'Water', 'Electric', 'Steel', 'Water']",[],"{'Thunder Shock': 4, 'Volt Switch': 2, 'Water Gun': 3}",{'Lock On': 4},"{'Thunderbolt': 4, 'Hydro Pump': 4, 'Wild Charge': 2, 'Mirror Shot': 2, 'Aqua Jet': 3, 'Aerial Ace': 3}","{'Focus Blast': 4, 'Zap Cannon*': 4}"
Rotom,[],"['Rock', 'Electric', 'Water']",{},"{'Volt Switch': 4, 'Fury Cutter': 4}",{},"{'Rock Tomb': 4, 'Rock Slide': 4, 'Hydro Cannon*': 4, 'Megahorn': 4}"
Gigalith,"['Electric', 'Ice']","['Bug', 'Flying']","{'Thunder Shock': 3, 'Rollout': 3}",{'Bug Bite': 2},"{'Thunder Punch': 3, 'Brick Break': 3, 'Avalanche': 3, 'Shadow Ball': 3}","{'Dynamic Punch': 2, 'Aerial Ace': 2}"
Elekid,"['Grass', 'Steel', 'Grass', 'Fairy', 'Water', 'Dark']","['Rock', 'Ground']","{'Razor Leaf': 4, 'Astonish': 2, 'Fury Cutter': 3}","{'Mud Slap': 3, 'Tackle': 3}","{'Leaf Blade': 4, 'Night Slash': 4, 'Moonblast': 2, 'Seed Bomb': 2, 'Dark Pulse': 3, 'Icy Wind': 3}","{'Superpower': 3, 'Meteor Beam*': 3, 'Trailblaze': 3, 'Body Slam': 3}"
Buneary,"['Normal', 'Normal', 'Flying']",['Psychic'],"{'Sand Attack': 3, 'Quick Attack': 4}",{'Psycho Cut': 1},"{'Dig': 3, 'Thunderbolt': 3, 'Brave Bird': 4, 'Fly': 4}","{'Fire Punch': 1, 'Shadow Ball': 1}"
Herdier,[],"['Normal']",{},"{'Quick Attack': 3, 'Shadow Claw': 4}",{},"{'Swift': 4, 'Fire Punch': 3, 'Close Combat': 4}"
Crobat,"['Grass', 'Poison']","['Rock', 'Dragon']",{'Acid': 4},"{'Ember': 4, 'Dragon Tail': 3}","{'Power Whip': 4, 'Sludge Bomb': 4}","{'Flame Charge': 4, 'Rock Slide': 4, 'Dragon Claw': 3, 'Ancient Power': 3}"
Weepinbell,"['Water', 'Ice']","['Poison', 'Flying']",{'Ice Shard*': 2},"{'Air Slash': 4, 'Charm': 4}","{'Icy Wind*': 2, 'Drill Run': 2}","{'Poison Fang': 4, 'Shadow Ball': 4, 'Psyshock': 4, 'Power Whip': 4}"
Jolteon,['Fire'],[],{'Ember': 2},{},"{'Superpower*': 2, 'Flamethrower': 2}",{}
Flareon,"['Fighting', 'Ice', 'Psychic']","['Electric', 'Normal']","{'Counter': 3, 'Ice Fang': 3, 'Mud Slap': 4, 'Charge Beam': 3}","{'Thunder Shock': 2, 'Zen Headbutt': 1, 'Confusion': 4}","{'Close Combat': 3, 'Triple Axel': 3, 'Ice Punch': 3, 'Ice Beam': 4, 'Rock Tomb': 4, 'Psycho Boost': 3, 'Swift': 3}","{'Discharge': 2, 'Last Resort*': 2, 'Dazzling Gleam': 1, 'Psychic': 1, 'Swift': 4, 'Future Sight': 4}"
Monferno,"['Dark', 'Normal', 'Fairy']",[],"{'Snarl': 2, 'Vine Whip': 1}",{'Fairy Wind': 4},"{'Body Slam': 2, 'Dig': 2, 'Grass Knot': 1, 'Draining Kiss': 1}","{'Play Rough': 4, 'Flash Cannon': 4}"
Linoone (Galarian),[],"['Fire', 'Fighting', 'Steel', 'Grass', 'Dragon']",{},"{'Ember': 2, 'Thunder Shock': 3, 'Dragon Tail': 2}",{},"{'Flamethrower': 2, 'Low Sweep': 2, 'Thunderbolt': 3, 'Flash Cannon': 3, 'Seed Bomb': 2, 'Draco Meteor*': 2}"
Bisharp,"['Grass', 'Poison']","['Dark', 'Flying', 'Grass', 'Dark', 'Fighting', 'Fire', 'Ghost', 'Flying']",{'Acid': 2},"{'Sucker Punch': 2, 'Leafage': 1, 'Double Kick': 2, 'Hex': 2}","{'Sludge Bomb': 2, 'Petal Blizzard': 2}","{'Fly': 2, 'Brave Bird': 2, 'Night Slash': 1, 'Frenzy Plant*': 1, 'Flame Charge': 2, 'Trailblaze': 2, 'Icy Wind': 2, 'Shadow Ball': 2}"
Vileplume,[],"['Dark', 'Steel']",{'Psycho Cut': 1},{'Snarl': 2},"{'Fire Punch': 1, 'Shadow Ball': 1}","{'Dark Pulse': 2, 'X-Scissor': 2}"
Bouffalant,"['Grass', 'Poison', 'Poison']",[],"{'Acid': 2, 'Infestation': 2}",{},"{'Seed Bomb': 2, 'Sludge Bomb': 2, 'Body Slam': 2}",{}
Oddish,[],['Normal'],{},{'Mud Shot': 2},{},"{'Stomp': 2, 'Megahorn': 2}"
Omanyte,['Electric'],[],{'Quick Attack': 2},{},"{'Thunderbolt': 2, 'Grass Knot': 2}",{}
Minun,"['Fighting', 'Dark']","['Rock', 'Water', 'Water', 'Electric', 'Fire']",{'Sucker Punch': 3},"{'Mud Shot': 2, 'Water Gun': 3, 'Ember': 3}","{'Brick Break': 3, 'Dynamic Punch': 3}","{'Rock Tomb*': 2, 'Rock Blast': 2, 'Surf': 3, 'Thunderbolt': 3, 'Weather Ball (Fire)': 3, 'Solar Beam': 3}"
Moltres,"['Water', 'Ice', 'Grass', 'Steel', 'Psychic']",['Fighting'],"{'Ice Shard': 4, 'Razor Leaf': 4, 'Shadow Claw': 3}",{'Karate Chop*': 1},"{'Icy Wind': 4, 'Liquidation': 4, 'Leaf Blade': 4, 'Night Slash': 4, 'Wild Charge': 3, 'Psyshock': 3}","{'Cross Chop': 1, 'Stone Edge*': 1}"
Cloyster,[],"['Dark', 'Flying', 'Fire', 'Fighting']",{'Fairy Wind': 4},"{'Sucker Punch': 4, 'Karate Chop': 2, 'Double Kick': 3}","{'Iron Head': 4, 'Play Rough': 4}","{'Fly': 4, 'Brave Bird': 4, 'Fire Punch': 2, 'Brick Break': 2, 'Close Combat': 3, 'Blaze Kick': 3}"
Emboar,"['Fighting']","['Fire', 'Dragon']","{'Counter': 1, 'Mud Slap': 4}",{'Incinerate': 4},"{'Superpower': 1, 'Megahorn': 1, 'Bone Club': 4, 'Rock Slide': 4, 'Mud Bomb': 4, 'Body Slam': 4}","{'Dragon Pulse': 4, 'Overheat': 4}"
Falinks,"['Steel', 'Rock']","['Fire', 'Fighting']",{'Metal Sound': 3},"{'Ember': 1, 'Mud Shot': 4}","{'Rock Tomb': 3, 'Body Slam': 3}","{'Blast Burn*': 1, 'Rock Slide': 1, 'Body Slam': 4, 'Trailblaze': 4}"
Shellos,"['Fire']","['Bug', 'Dark']","{'Ember': 2, 'Fury Cutter': 4}","{'Ember': 4, 'Sucker Punch': 3}","{'Flame Charge': 2, 'Crunch': 2, 'Frenzy Plant*': 4, 'Breaking Swipe': 4}","{'Blast Burn*': 4, 'Rock Slide': 4, 'X-Scissor': 3, 'Trailblaze': 3}"
Torracat,"['Psychic', 'Fairy', 'Bug', 'Steel']","['Water', 'Bug', 'Flying', 'Fire', 'Water', 'Grass']","{'Psywave': 2, 'Bug Bite': 1}","{'Mud Slap': 2, 'Quick Attack': 3, 'Incinerate': 2, 'Bubble': 3}","{'Shadow Ball': 2, 'Psychic': 2, 'Sand Tomb': 1, 'Rock Tomb': 1}","{'Mud Bomb': 2, 'Body Slam': 2, 'Aerial Ace': 3, 'Silver Wind': 3, 'Rock Slide': 2, 'Overheat': 2, 'Scald': 3, 'Grass Knot': 3}"
Stakataka,['Ice'],"['Psychic', 'Flying']",{'Ice Fang': 3},"{'Psywave': 4, 'Dragon Tail': 4}","{'Ice Punch': 3, 'Ice Beam': 3}","{'Surf': 4, 'Power Gem': 4, 'Fly': 4, 'Aeroblast*': 4}"
Darumaka (Galarian),"['Grass', 'Poison', 'Dragon', 'Psychic']","['Rock', 'Steel', 'Fire', 'Grass', 'Ice', 'Steel', 'Flying']","{'Poison Sting': 3, 'Dragon Breath': 1}","{'Rock Throw': 3, 'Ember': 3, 'Vine Whip': 2, 'Tackle': 4, 'Steel Wing': 4}","{'Weather Ball (Fire)*': 3, 'Leaf Storm': 3, 'Mist Ball*': 1, 'Thunder': 1}","{'Stone Edge': 3, 'Bulldoze': 3, 'Superpower*': 3, 'Flamethrower': 3, 'Leaf Blade': 2, 'Brick Break': 2, 'Icy Wind': 4, 'Crunch': 4, 'Brave Bird': 4, 'Sky Attack': 4}"
Exploud,"['Dragon', 'Ghost', 'Fighting']",[],"{'Astonish': 2, 'Counter': 2, 'Charm': 4}",{},"{'Shadow Ball': 2, 'Outrage': 2, 'Dynamic Punch': 2, 'Brutal Swing*': 2, 'Thunderbolt': 4, 'Draining Kiss': 4}",{}
Drakloak,"['Normal', 'Grass', 'Water', 'Grass']",['Normal'],"{'Tackle': 3, 'Bubble': 1}",{'Astonish': 2},"{'Wild Charge': 3, 'Trailblaze': 3, 'Scald': 1, 'Leaf Storm': 1}","{'Crunch': 2, 'Disarming Voice': 2}"
Growlithe (Hisuian),"['Steel']",[],"{'Metal Sound': 1, 'Acid': 4}",{'Poison Jab': 4},"{'Mirror Shot': 1, 'Zap Cannon': 1, 'Leaf Blade': 4, 'Sludge Bomb': 4}","{'Crunch': 4, 'Sludge Bomb': 4}"
Klinklang,"['Ice', 'Fairy', 'Water', 'Normal', 'Fighting']","['Fire', 'Rock']","{'Powder Snow': 2, 'Sand Attack': 4, 'Water Gun': 4, 'Shadow Claw': 4}",{'Ember': 1},"{'Weather Ball (Ice)': 2, 'Dazzling Gleam': 2, 'Wild Charge': 4, 'Crunch': 4, 'Surf': 4, 'Shadow Ball': 4, 'Superpower': 4, 'Stomp': 4}","{'Rock Slide': 1, 'Flamethrower': 1}"
Kartana,['Ghost'],"['Electric', 'Dark', 'Flying', 'Normal', 'Fighting']",{'Hex': 1},"{'Thunder Shock': 4, 'Sucker Punch': 4, 'Tackle': 4}","{'Shadow Ball': 1, 'Dark Pulse': 1}","{'Thunder Punch': 4, 'Brick Break': 4, 'Fly': 4, 'Brave Bird': 4, 'Superpower': 4, 'Stomp': 4}"
Mismagius,"[]","['Grass', 'Steel', 'Grass', 'Fighting', 'Bug']","{'Bullet Seed': 4, 'Astonish': 4}","{'Razor Leaf': 1, 'Vine Whip': 2, 'Bubble': 4, 'Water Shuriken': 1}","{'Grass Knot': 4, 'Energy Ball': 4, 'Foul Play': 4}","{'Leaf Blade': 1, 'Night Slash': 1, 'Frenzy Plant*': 2, 'Superpower': 2, 'Scald': 4, 'Leaf Storm': 4, 'Bug Buzz': 1, 'Acid Spray': 1}"
Poipole,"['Normal', 'Fighting', 'Water']","['Fighting', 'Electric', 'Fairy', 'Water', 'Fighting', 'Psychic']","{'Charm': 3, 'Rollout': 4, 'Double Kick': 3}","{'Counter': 2, 'Thunder Shock': 3, 'Charm': 2, 'Psycho Cut': 2}","{'Wild Charge': 3, 'Disarming Voice': 3, 'Surf': 4, 'Hyper Fang': 4, 'Aqua Jet': 3, 'Trailblaze': 3}","{'Dynamic Punch': 2, 'Brutal Swing*': 2, 'Parabolic Charge': 3, 'Play Rough': 3, 'Aqua Jet': 2, 'Disarming Voice': 2, 'Ice Punch': 2}"
Delcatty,"['Psychic', 'Fighting', 'Electric', 'Fighting']",['Poison'],"{'Quick Attack': 3, 'Psycho Cut': 2, 'Thunder Shock': 3}",{'Poison Jab': 3},"{'Ancient Power': 3, 'Dragon Claw': 3, 'Close Combat': 2, 'Leaf Blade': 2, 'Wild Charge': 3, 'Thunder Punch': 3}","{'Sludge Bomb': 3, 'Fell Stinger': 3}"
Quilava,"['Grass', 'Dragon', 'Poison', 'Psychic', 'Rock', 'Water']",['Water'],"{'Astonish': 2, 'Poison Jab': 2, 'Mud Shot': 4}",{'Rollout': 3},"{'Outrage': 2, 'Seed Bomb': 2, 'Scald': 2, 'Brutal Swing': 2, 'Aqua Jet': 4, 'Rock Tomb': 4}","{'Hydro Cannon*': 3, 'Skull Bash': 3}"
Appletun,"['Bug', 'Flying']","['Fire', 'Dark', 'Fighting']",{'Air Slash': 3},"{'Ember': 2, 'Feint Attack': 2}","{'Air Cutter': 3, 'Lunge': 3}","{'Flame Charge': 2, 'Dig': 2, 'Upper Hand': 2, 'Foul Play': 2}"
Grotle,"['Ground', 'Dragon']",[],{'Dragon Breath': 3},{},"{'Sand Tomb': 3, 'Bug Buzz': 3}",{}
Vibrava,"['Bug', 'Electric']","['Grass', 'Water']","{'Lock On': 4, 'Fury Cutter': 2}","{'Razor Leaf': 3, 'Water Gun': 3}","{'Blizzard': 4, 'Thunder*': 4, 'Discharge': 2, 'Lunge': 2}","{'Body Slam': 3, 'Energy Ball': 3, 'Water Pulse': 3, 'Silver Wind': 3}"
Heracross,"['Dark', 'Fire', 'Rock', 'Fairy', 'Grass']",[],"{'Fire Fang': 4, 'Rock Throw': 3, 'Vine Whip': 3}",{},"{'Foul Play': 4, 'Flamethrower': 4, 'Power Gem': 3, 'Rock Slide': 3, 'Body Slam': 3, 'Energy Ball': 3}",{}
Houndoom,"['Fairy', 'Flying', 'Ice']","['Bug', 'Fighting', 'Water', 'Flying']","{'Fairy Wind': 2, 'Lock On': 1}","{'Counter': 4, 'Wing Attack': 4}","{'Psyshock': 2, 'Dazzling Gleam': 2, 'Blizzard': 1, 'Thunder*': 1}","{'Upper Hand': 4, 'Megahorn': 4, 'Weather Ball (Water)': 4, 'Hurricane': 4}"
Ursaluna,"['Electric', 'Fire']","[]",{'Thunder Shock': 3},"{'Spark': 4, 'Mud Slap': 4}","{'Overheat': 3, 'Thunderbolt': 3}","{'Wild Charge': 4, 'Psychic Fangs*': 4, 'Breaking Swipe': 4, 'Stone Edge': 4}"
Rotom (Heat),"['Ice', 'Ghost', 'Psychic']","['Ground', 'Normal', 'Fighting', 'Electric', 'Psychic']","{'Hex': 1, 'Confusion': 2}","{'Tackle': 3, 'Karate Chop': 2, 'Thunder Shock': 3, 'Charge Beam': 3}","{'Avalanche': 1, 'Shadow Ball': 1, 'Rock Slide': 2, 'Dark Pulse': 2}","{'Swift': 3, 'High Horsepower*': 3, 'Cross Chop': 2, 'Return': 3, 'Thunder Punch': 3, 'Psycho Boost': 3}"
Frogadier,"['Rock', 'Fairy', 'Grass']","['Water', 'Water']","{'Rock Throw': 2, 'Bullet Seed': 3}",{'Water Gun': 2},"{'Power Gem': 2, 'Rock Slide': 2, 'Aerial Ace': 3, 'Petal Blizzard': 3}","{'Water Pulse': 3, 'Psychic': 3, 'Aqua Jet': 2, 'Swift': 2}"
Diancie,"['Water', 'Flying', 'Psychic']","['Water', 'Normal', 'Bug', 'Fighting', 'Fairy']","{'Bubble': 1, 'Lick': 4, 'Zen Headbutt': 1}","{'Bubble': 2, 'Lick': 4, 'Counter': 3, 'Charm': 4}","{'Aerial Ace': 1, 'Water Pulse': 1, 'Psychic Fangs': 4, 'Shadow Ball': 1, 'Return': 1}","{'Surf': 2, 'Aerial Ace': 2, 'Body Slam': 4, 'Superpower': 4, 'Upper Hand': 3, 'Megahorn': 3, 'Psyshock*': 4, 'Moonblast': 4}"
Chandelure,"['Grass', 'Grass', 'Dragon', 'Flying']",[],"{'Vine Whip': 1, 'Razor Leaf': 2, 'Dragon Breath': 2}",{},"{'Power Whip': 1, 'Crunch': 1, 'Grass Knot': 2, 'Energy Ball': 2, 'Dragon Claw': 2, 'Superpower': 2}",{}
Carnivine,"['Grass', 'Ghost']","['Ghost', 'Fire', 'Rock', 'Electric', 'Grass']",{'Astonish': 2},"{'Incinerate': 1, 'Rollout*': 3, 'Fury Cutter': 3}","{'Frenzy Plant*': 2, 'Spirit Shackle': 2}","{'Flame Charge': 1, 'Shadow Ball': 1, 'Wild Charge': 3, 'Rock Blast': 3, 'Leaf Blade': 3, 'Superpower': 3}"
Graveler,"['Fighting', 'Water', 'Rock', 'Water']",[],"{'Poison Jab': 4, 'Water Gun': 3}",{'Water Shuriken': 4},"{'Brick Break': 4, 'Stone Edge': 4, 'Aqua Tail': 3, 'Ancient Power': 3, 'Aqua Jet': 3}","{'Hydro Cannon*': 4, 'Night Slash': 4}"
Gurdurr,"['Water', 'Ice', 'Grass']","['Rock', 'Electric', 'Normal', 'Flying']","{'Ice Shard*': 2, 'Vine Whip': 2}","{'Volt Switch': 4, 'Wing Attack': 3}","{'Icy Wind*': 2, 'Drill Run': 2, 'Leaf Blade': 2, 'Brick Break': 2}","{'Stone Edge': 4, 'Rock Blast': 4, 'Air Cutter': 3, 'Aerial Ace': 3}"
Slowking,"['Water', 'Psychic', 'Grass', 'Flying']","['Water']","{'Water Gun': 3, 'Magical Leaf': 3}","{'Poison Jab*': 2, 'Mud Shot': 4}","{'Surf*': 3, 'Ice Beam': 3, 'Grass Knot': 3, 'Energy Ball': 3}","{'Drill Run*': 2, 'Icy Wind*': 2, 'Rock Slide*': 4, 'Hydro Pump': 4}"
Slowbro,"['Electric', 'Water']","['Poison', 'Psychic']",{'Thunder Shock': 4},"{'Acid': 3, 'Shadow Claw*': 4}","{'Thunderbolt': 4, 'Hydro Pump': 4}","{'Surf*': 3, 'Shadow Ball': 3, 'Leaf Blade': 4, 'X-Scissor': 4}"
Yanmega,"['Water', 'Rock', 'Water', 'Ground', 'Water', 'Dark', 'Water']",[],"{'Water Gun': 2, 'Mud Shot': 2, 'Fury Cutter': 2, 'Bubble': 3}",{},"{'Surf': 2, 'Ancient Power': 2, 'Hydro Cannon*': 2, 'Sludge': 2, 'Dark Pulse': 2, 'Icy Wind': 2, 'Razor Shell': 3, 'Water Pulse': 3}",{}
Tirtouga,"['Poison', 'Dark', 'Psychic']","['Bug', 'Flying', 'Water', 'Ghost', 'Bug', 'Rock']","{'Poison Jab': 3, 'Confusion': 3}","{'Bug Bite': 2, 'Hex': 3, 'Fury Cutter': 3}","{'Dark Pulse': 3, 'Acid Spray': 3, 'Shadow Ball': 3, 'Thunder Punch': 3}","{'Aerial Ace': 2, 'Ancient Power': 2, 'Surf': 3, 'Shadow Ball': 3, 'X-Scissor': 3, 'Stone Edge': 3}"
Garchomp,"['Fire', 'Psychic', 'Ground']","['Normal', 'Ghost']","{'Fire Spin': 3, 'Sand Attack': 3}","{'Shadow Claw': 2, 'Psywave': 3}","{'Blast Burn*': 3, 'Mystical Fire': 3, 'Rock Tomb*': 3, 'Dig': 3}","{'Aerial Ace': 2, 'Thunder': 2, 'Dark Pulse': 3, 'Shadow Sneak': 3}"
Delphox,"['Ghost', 'Grass']","['Dragon', 'Ground']",{'Shadow Claw': 2},{'Dragon Tail': 3},"{'Seed Bomb': 2, 'Shadow Ball': 2}","{'Sand Tomb': 3, 'Outrage': 3}"
Mankey,"['Normal', 'Dark', 'Normal', 'Flying', 'Electric', 'Fire', 'Water']","['Electric', 'Flying']","{'Lock On': 4, 'Snarl': 3, 'Fury Cutter': 2, 'Thunder Shock': 2, 'Water Gun': 3}",{'Thunder Shock': 2},"{'Tri Attack*': 4, 'Zap Cannon': 4, 'Dark Pulse': 3, 'Last Resort*': 3, 'Leaf Blade': 2, 'Aerial Ace': 2, 'Overheat': 2, 'Thunderbolt': 2, 'Surf': 3, 'Crunch': 3}","{'Thunder Punch': 2, 'Crunch': 2}"
Porygon,['Grass'],['Fighting'],{'Bullet Seed': 2},{'Karate Chop': 4},"{'Grass Knot': 2, 'Energy Ball': 2}","{'Cross Chop': 4, 'Return': 4}"
Raboot,"['Grass', 'Normal', 'Electric']","['Fire', 'Normal', 'Psychic', 'Bug', 'Flying']","{'Magical Leaf': 2, 'Volt Switch*': 3, 'Quick Attack': 4}","{'Ember': 2, 'Tackle': 2, 'Confusion': 2, 'Bug Bite': 2}","{'Earth Power': 2, 'Trailblaze': 2, 'Dragon Claw': 3, 'Thunderbolt': 3, 'Crunch': 4, 'Return': 4}","{'Flame Charge': 2, 'Stomp': 2, 'Body Slam': 2, 'Bulldoze': 2, 'Rock Slide': 2, 'Dark Pulse': 2, 'Dynamic Punch': 2, 'Aerial Ace': 2}"
Arboliva,"['Bug', 'Flying']","['Fire', 'Fire', 'Bug', 'Normal', 'Flying']",{'Bug Bite': 4},"{'Fire Spin': 2, 'Ember': 2, 'Bullet Seed': 1, 'Thunder Shock': 2}","{'Aerial Ace': 4, 'Bug Buzz': 4}","{'Flame Charge': 2, 'Flamethrower': 2, 'Lunge': 2, 'Crunch': 2, 'Drill Peck': 1, 'Rock Blast': 1, 'Thunder Punch': 2}"
Entei,"['Normal', 'Ghost', 'Normal', 'Psychic', 'Ghost']","['Rock', 'Steel', 'Ground', 'Rock']","{'Shadow Claw': 3, 'Confusion': 2, 'Hex': 1}","{'Spark': 3, 'Mud Slap': 3}","{'Shadow Ball': 3, 'Foul Play': 3, 'Psychic Fangs': 2, 'Trailblaze': 2, 'Ice Punch': 1, 'Shadow Punch': 1}","{'Rock Slide': 3, 'Zap Cannon': 3, 'Bulldoze': 3, 'Stomp': 3}"
Zoroark,"['Ice', 'Steel', 'Psychic']","['Fire', 'Electric']","{'Ice Shard': 1, 'Bullet Punch': 1}","{'Fire Fang': 3, 'Thunder Shock': 3}","{'Avalanche': 1, 'Icy Wind': 1, 'Meteor Mash*': 1, 'Earthquake': 1}","{'Flame Charge': 3, 'Scorching Sands': 3, 'Ice Punch': 3, 'Wild Charge': 3}"
Swanna,['Fighting'],[],{'Counter': 2},{'Confusion': 2},"{'Close Combat': 2, 'Brick Break': 2}","{'Psychic Fangs': 2, 'Shadow Ball*': 2}"
Kubfu,"['Rock', 'Flying']","['Water', 'Flying']",{'Rock Throw': 1},{'Air Slash': 2},"{'Rock Slide': 1, 'Earth Power': 1}","{'Fly': 2, 'Ice Beam': 2}"
Camerupt,"['Bug', 'Fire']",[],{'Ember': 3},{},"{'Flame Charge': 3, 'Bug Buzz': 3}",{}
